0 x, -nan
0 y, -nan
0 z, -nan
1 x, -nan
1 y, -nan
1 z, -nan
2 x, -nan
2 y, -nan
2 z, -nan
3 x, -nan
3 y, -nan
3 z, -nan
4 x, -nan
4 y, -nan
4 z, -nan
5 x, -nan
5 y, -nan
5 z, -nan
1055 y, -0.000000
1055 z, 0.000000
1056 x, -1.000000
1056 y, -0.000000
1056 z, 0.000000
1057 x, -1.000000
1057 y, -0.000000
1057 z, 0.000000
1058 x, -1.000000
1058 y, -0.000000
1058 z, 0.000000
1059 x, -1.000000
1059 y, 0.000000
1059 z, 0.000000
1060 x, -1.000000
1060 y, -0.000000
1060 z, -0.000000
1061 x, -1.000000
1061 y, 0.000000
1061 z, -0.000000
1062 x, -1.000000
1062 y, 0.000000
1062 z, -0.000000
1063 x, -1.000000
1063 y, 0.000000
1063 z, -0.000000
1064 x, -1.000000
1064 y, -0.000000
1064 z, -0.000000
1065 x, -1.000000
1065 y, -0.000000
1065 z, -0.000000
1066 x, -1.000000
1066 y, 0.000000
1066 z, 0.000000
1067 x, -1.000000
1067 y, 0.000000
1067 z, 0.000000
1068 x, -1.000000
1068 y, 0.000000
1068 z, 0.000000
1069 x, -1.000000
1069 y, -0.000000
1069 z, 0.000000
1070 x, -1.000000
1070 y, 0.000000
1070 z, 0.000000
1071 x, -1.000000
1071 y, 0.000000
1071 z, 0.000000
1072 x, -1.000000
1072 y, 0.000000
1072 z, 0.000000
1073 x, -1.000000
1073 y, -0.000000
1073 z, -0.000000
1074 x, -1.000000
1074 y, -0.000000
1074 z, -0.000000
1075 x, -1.000000
1075 y, 0.000000
1075 z, -0.000000
1076 x, -1.000000
1076 y, -0.000000
1076 z, 0.000000
1077 x, -1.000000
1077 y, 0.000000
1077 z, 0.000000
1078 x, -1.000000
1078 y, 0.000000
1078 z, 0.000000
1079 x, -1.000000
1079 y, -0.000000
1079 z, 0.000000
1080 x, -1.000000
1080 y, -0.000000
1080 z, 0.000000
1081 x, -1.000000
1081 y, -0.000000
1081 z, -0.000000
1082 x, -1.000000
1082 y, 0.000000
1082 z, -0.000000
1083 x, -1.000000
1083 y, -0.000000
1083 z, -0.000000
1084 x, -1.000000
1084 y, -0.000000
1084 z, -0.000000
1085 x, -1.000000
1085 y, 0.000000
1085 z, -0.000000
1086 x, -1.000000
1086 y, -0.000000
1086 z, 0.000000
1087 x, -1.000000
1087 y, -0.000000
1087 z, 0.000000
1088 x, -1.000000
1088 y, 0.000000
1088 z, -0.000000
1089 x, -1.000000
1089 y, 0.000000
1089 z, -0.000000
1090 x, -1.000000
1090 y, -0.000000
1090 z, 0.000000
1091 x, -1.000000
1091 y, -0.000000
1091 z, -0.000000
1092 x, -1.000000
1092 y, -0.000000
1092 z, -0.000000
1093 x, -1.000000
1093 y, 0.000000
1093 z, 0.000000
1094 x, -1.000000
1094 y, 0.000000
1094 z, 0.000000
1095 x, -1.000000
1095 y, 0.000000
1095 z, 0.000000
1096 x, -1.000000
1096 y, 0.000000
1096 z, 0.000000
1097 x, -1.000000
1097 y, 0.000000
1097 z, 0.000000
1098 x, -1.000000
1098 y, 0.000000
1098 z, 0.000000
1099 x, -1.000000
1099 y, -0.000000
1099 z, 0.000000
1100 x, -1.000000
1100 y, -0.000000
1100 z, 0.000000
1101 x, -1.000000
1101 y, -0.000000
1101 z, -0.000000
1102 x, -1.000000
1102 y, -0.000000
1102 z, 0.000000
1103 x, -1.000000
1103 y, 0.000000
1103 z, 0.000000
1104 x, 0.998635
1104 y, -0.040408
1104 z, 0.033099
1105 x, 0.998635
1105 y, -0.040410
1105 z, 0.033097
1106 x, 1.000000
1106 y, 0.000000
1106 z, 0.000000
1107 x, 1.000000
1107 y, 0.000000
1107 z, 0.000000
1108 x, 1.000000
1108 y, 0.000000
1108 z, 0.000000
1109 x, 1.000000
1109 y, -0.000000
1109 z, -0.000000
1110 x, 1.000000
1110 y, -0.000000
1110 z, -0.000000
1111 x, 1.000000
1111 y, -0.000000
1111 z, -0.000000
1112 x, 1.000000
1112 y, -0.000000
1112 z, -0.000000
1113 x, 1.000000
1113 y, -0.000000
1113 z, -0.000000
1114 x, 1.000000
1114 y, -0.000000
1114 z, -0.000000
1115 x, 1.000000
1115 y, 0.000000
1115 z, 0.000000
1116 x, 1.000000
1116 y, 0.000000
1116 z, 0.000000
1117 x, 1.000000
1117 y, 0.000000
1117 z, 0.000000
1118 x, 1.000000
1118 y, 0.000000
1118 z, 0.000000
1119 x, 1.000000
1119 y, -0.000000
1119 z, -0.000000
1120 x, 1.000000
1120 y, -0.000000
1120 z, -0.000000
1121 x, 1.000000
1121 y, 0.000000
1121 z, 0.000000
1122 x, 1.000000
1122 y, 0.000000
1122 z, 0.000000
1123 x, 1.000000
1123 y, -0.000000
1123 z, -0.000000
1124 x, 1.000000
1124 y, -0.000000
1124 z, -0.000000
1125 x, 1.000000
1125 y, -0.000000
1125 z, 0.000000
1126 x, 1.000000
1126 y, 0.000000
1126 z, -0.000000
1127 x, 1.000000
1127 y, -0.000000
1127 z, -0.000000
1128 x, 1.000000
1128 y, -0.000000
1128 z, -0.000000
1129 x, 1.000000
1129 y, 0.000000
1129 z, -0.000000
1130 x, 1.000000
1130 y, 0.000000
1130 z, 0.000000
1131 x, 1.000000
1131 y, -0.000000
1131 z, 0.000000
1132 x, 1.000000
1132 y, -0.000000
1132 z, 0.000000
1133 x, 1.000000
1133 y, -0.000000
1133 z, 0.000000
1134 x, 1.000000
1134 y, 0.000000
1134 z, 0.000000
1135 x, 1.000000
1135 y, 0.000000
1135 z, 0.000000
1136 x, 1.000000
1136 y, 0.000000
1136 z, 0.000000
1137 x, 1.000000
1137 y, 0.000000
1137 z, 0.000000
1138 x, 1.000000
1138 y, -0.000000
1138 z, 0.000000
1139 x, 1.000000
1139 y, 0.000000
1139 z, 0.000000
1140 x, 1.000000
1140 y, -0.000000
1140 z, 0.000000
1141 x, 1.000000
1141 y, 0.000000
1141 z, 0.000000
1142 x, 1.000000
1142 y, -0.000000
1142 z, -0.000000
1143 x, 1.000000
1143 y, 0.000000
1143 z, -0.000000
1144 x, 1.000000
1144 y, 0.000000
1144 z, -0.000000
1145 x, 1.000000
1145 y, -0.000000
1145 z, -0.000000
1146 x, 1.000000
1146 y, 0.000000
1146 z, -0.000000
1147 x, 1.000000
1147 y, -0.000000
1147 z, 0.000000
1148 x, 1.000000
1148 y, -0.000000
1148 z, 0.000000
1149 x, 1.000000
1149 y, -0.000000
1149 z, 0.000000
1150 x, 1.000000
1150 y, -0.000000
1150 z, 0.000000
1151 x, 1.000000
1151 y, -0.000000
1151 z, 0.000000
1152 x, 1.000000
1152 y, 0.000000
1152 z, 0.000000
1153 x, 1.000000
1153 y, 0.000000
1153 z, 0.000000
1154 x, 1.000000
1154 y, -0.000000
1154 z, 0.000000
1155 x, 1.000000
1155 y, -0.000000
1155 z, 0.000000
1156 x, 1.000000
1156 y, -0.000000
1156 z, 0.000000
1157 x, 1.000000
1157 y, -0.000000
1157 z, 0.000000
1158 x, 1.000000
1158 y, -0.000000
1158 z, 0.000000
1159 x, 1.000000
1159 y, 0.000000
1159 z, -0.000000
1160 x, 1.000000
1160 y, 0.000000
1160 z, -0.000000
1161 x, 1.000000
1161 y, -0.000000
1161 z, 0.000000
1162 x, 1.000000
1162 y, 0.000000
1162 z, 0.000000
1163 x, 1.000000
1163 y, 0.000000
1163 z, 0.000000
1164 x, 1.000000
1164 y, -0.000000
1164 z, -0.000000
1165 x, 1.000000
1165 y, 0.000000
1165 z, -0.000000
1166 x, 1.000000
1166 y, 0.000000
1166 z, -0.000000
1167 x, 1.000000
1167 y, -0.000000
1167 z, -0.000000
1168 x, 1.000000
1168 y, -0.000000
1168 z, 0.000000
1169 x, 1.000000
1169 y, 0.000000
1169 z, 0.000000
1170 x, 1.000000
1170 y, -0.000000
1170 z, 0.000000
1171 x, 1.000000
1171 y, -0.000000
1171 z, 0.000000
1172 x, 1.000000
1172 y, -0.000000
1172 z, 0.000000
1173 x, 1.000000
1173 y, 0.000000
1173 z, -0.000000
1174 x, 1.000000
1174 y, 0.000000
1174 z, -0.000000
1175 x, 1.000000
1175 y, 0.000000
1175 z, -0.000000
1176 x, 1.000000
1176 y, 0.000000
1176 z, -0.000000
1177 x, 1.000000
1177 y, 0.000000
1177 z, -0.000000
1178 x, 0.970152
1178 y, -0.090673
1178 z, 0.224908
1179 x, 0.000000
1179 y, 0.614776
1179 z, -0.788702
1180 x, -1.000000
1180 y, -0.000000
1180 z, 0.000000
1181 x, -1.000000
1181 y, 0.000000
1181 z, -0.000000
1182 x, -1.000000
1182 y, 0.000000
1182 z, -0.000000
1183 x, -1.000000
1183 y, 0.000000
1183 z, -0.000000
1184 x, -1.000000
1184 y, 0.000000
1184 z, -0.000000
1185 x, -1.000000
1185 y, 0.000000
1185 z, -0.000000
1186 x, -1.000000
1186 y, 0.000000
1186 z, 0.000000
1187 x, -1.000000
1187 y, 0.000000
1187 z, -0.000000
1188 x, -1.000000
1188 y, -0.000000
1188 z, -0.000000
1189 x, -1.000000
1189 y, -0.000000
1189 z, 0.000000
1190 x, -1.000000
1190 y, -0.000000
1190 z, 0.000000
1191 x, -1.000000
1191 y, -0.000000
1191 z, 0.000000
1192 x, -1.000000
1192 y, 0.000000
1192 z, -0.000000
1193 x, -1.000000
1193 y, -0.000000
1193 z, 0.000000
1194 x, -1.000000
1194 y, -0.000000
1194 z, 0.000000
1195 x, -1.000000
1195 y, 0.000000
1195 z, -0.000000
1196 x, -1.000000
1196 y, 0.000000
1196 z, -0.000000
1197 x, -1.000000
1197 y, -0.000000
1197 z, 0.000000
1198 x, -1.000000
1198 y, -0.000000
1198 z, -0.000000
1199 x, -1.000000
1199 y, 0.000000
1199 z, -0.000000
1200 x, -1.000000
1200 y, 0.000000
1200 z, -0.000000
1201 x, -1.000000
1201 y, -0.000000
1201 z, 0.000000
1202 x, -1.000000
1202 y, -0.000000
1202 z, -0.000000
1203 x, -1.000000
1203 y, 0.000000
1203 z, -0.000000
1204 x, -1.000000
1204 y, 0.000000
1204 z, -0.000000
1205 x, -1.000000
1205 y, -0.000000
1205 z, -0.000000
1206 x, -1.000000
1206 y, 0.000000
1206 z, -0.000000
1207 x, -1.000000
1207 y, -0.000000
1207 z, 0.000000
1208 x, -1.000000
1208 y, 0.000000
1208 z, -0.000000
1209 x, -1.000000
1209 y, -0.000000
1209 z, 0.000000
1210 x, -1.000000
1210 y, -0.000000
1210 z, 0.000000
1211 x, -1.000000
1211 y, 0.000000
1211 z, 0.000000
1212 x, -1.000000
1212 y, -0.000000
1212 z, -0.000000
1213 x, -1.000000
1213 y, -0.000000
1213 z, -0.000000
1214 x, -1.000000
1214 y, 0.000000
1214 z, -0.000000
1215 x, -1.000000
1215 y, 0.000000
1215 z, -0.000000
1216 x, -1.000000
1216 y, 0.000000
1216 z, -0.000000
1217 x, -1.000000
1217 y, 0.000000
1217 z, -0.000000
1218 x, -1.000000
1218 y, -0.000000
1218 z, -0.000000
1219 x, -1.000000
1219 y, -0.000000
1219 z, -0.000000
1220 x, -1.000000
1220 y, -0.000000
1220 z, -0.000000
1221 x, -1.000000
1221 y, -0.000000
1221 z, -0.000000
1222 x, -1.000000
1222 y, 0.000000
1222 z, -0.000000
1223 x, -1.000000
1223 y, -0.000000
1223 z, 0.000000
1224 x, -1.000000
1224 y, -0.000000
1224 z, 0.000000
1225 x, -1.000000
1225 y, 0.000000
1225 z, -0.000000
1226 x, -1.000000
1226 y, -0.000000
1226 z, -0.000000
1227 x, -1.000000
1227 y, -0.000000
1227 z, -0.000000
1228 x, -1.000000
1228 y, 0.000000
1228 z, -0.000000
1229 x, -1.000000
1229 y, -0.000000
1229 z, -0.000000
1230 x, -1.000000
1230 y, 0.000000
1230 z, 0.000000
1231 x, -1.000000
1231 y, 0.000000
1231 z, 0.000000
1232 x, -1.000000
1232 y, 0.000000
1232 z, 0.000000
1233 x, -1.000000
1233 y, 0.000000
1233 z, 0.000000
1234 x, -1.000000
1234 y, -0.000000
1234 z, 0.000000
1235 x, -1.000000
1235 y, 0.000000
1235 z, -0.000000
1236 x, -1.000000
1236 y, -0.000000
1236 z, -0.000000
1237 x, -1.000000
1237 y, -0.000000
1237 z, -0.000000
1238 x, -1.000000
1238 y, -0.000000
1238 z, -0.000000
1239 x, -1.000000
1239 y, 0.000000
1239 z, -0.000000
1240 x, -1.000000
1240 y, -0.000000
1240 z, -0.000000
1241 x, -1.000000
1241 y, -0.000000
1241 z, -0.000000
1242 x, -1.000000
1242 y, 0.000000
1242 z, 0.000000
1243 x, -1.000000
1243 y, 0.000000
1243 z, 0.000000
1244 x, -1.000000
1244 y, 0.000000
1244 z, -0.000000
1245 x, -1.000000
1245 y, -0.000000
1245 z, -0.000000
1246 x, -1.000000
1246 y, -0.000000
1246 z, -0.000000
1247 x, -1.000000
1247 y, -0.000000
1247 z, -0.000000
1248 x, -1.000000
1248 y, -0.000000
1248 z, -0.000000
1249 x, -1.000000
1249 y, -0.000000
1249 z, -0.000000
1250 x, -1.000000
1250 y, -0.000000
1250 z, -0.000000
1251 x, -1.000000
1251 y, -0.000000
1251 z, -0.000000
1252 x, -1.000000
1252 y, 0.000000
1252 z, 0.000000
1253 x, -1.000000
1253 y, -0.000000
1253 z, -0.000000
1254 x, -1.000000
1254 y, -0.000000
1254 z, -0.000000
1255 x, -0.000000
1255 y, -0.614776
1255 z, -0.788702
1256 x, 0.970152
1256 y, 0.090673
1256 z, 0.224908
1257 x, 1.000000
1257 y, 0.000000
1257 z, 0.000000
1258 x, 1.000000
1258 y, 0.000000
1258 z, 0.000000
1259 x, 1.000000
1259 y, 0.000000
1259 z, 0.000000
1260 x, 1.000000
1260 y, 0.000000
1260 z, 0.000000
1261 x, 1.000000
1261 y, 0.000000
1261 z, 0.000000
1262 x, 1.000000
1262 y, 0.000000
1262 z, 0.000000
1263 x, 1.000000
1263 y, 0.000000
1263 z, 0.000000
1264 x, 1.000000
1264 y, 0.000000
1264 z, 0.000000
1265 x, 1.000000
1265 y, 0.000000
1265 z, 0.000000
1266 x, 1.000000
1266 y, -0.000000
1266 z, -0.000000
1267 x, 1.000000
1267 y, -0.000000
1267 z, -0.000000
1268 x, 1.000000
1268 y, -0.000000
1268 z, -0.000000
1269 x, 1.000000
1269 y, -0.000000
1269 z, -0.000000
1270 x, 1.000000
1270 y, 0.000000
1270 z, 0.000000
1271 x, 1.000000
1271 y, 0.000000
1271 z, 0.000000
1272 x, 1.000000
1272 y, 0.000000
1272 z, 0.000000
1273 x, 1.000000
1273 y, 0.000000
1273 z, 0.000000
1274 x, 1.000000
1274 y, 0.000000
1274 z, 0.000000
1275 x, 1.000000
1275 y, 0.000000
1275 z, 0.000000
1276 x, 1.000000
1276 y, -0.000000
1276 z, 0.000000
1277 x, 1.000000
1277 y, 0.000000
1277 z, 0.000000
1278 x, 1.000000
1278 y, 0.000000
1278 z, 0.000000
1279 x, 1.000000
1279 y, 0.000000
1279 z, 0.000000
1280 x, 1.000000
1280 y, -0.000000
1280 z, 0.000000
1281 x, 1.000000
1281 y, 0.000000
1281 z, 0.000000
1282 x, 1.000000
1282 y, -0.000000
1282 z, 0.000000
1283 x, 1.000000
1283 y, -0.000000
1283 z, 0.000000
1284 x, 1.000000
1284 y, -0.000000
1284 z, 0.000000
1285 x, 1.000000
1285 y, 0.000000
1285 z, -0.000000
1286 x, 1.000000
1286 y, -0.000000
1286 z, -0.000000
1287 x, 1.000000
1287 y, -0.000000
1287 z, -0.000000
1288 x, 1.000000
1288 y, -0.000000
1288 z, 0.000000
1289 x, 1.000000
1289 y, 0.000000
1289 z, -0.000000
1290 x, 1.000000
1290 y, -0.000000
1290 z, -0.000000
1291 x, 1.000000
1291 y, -0.000000
1291 z, -0.000000
1292 x, 1.000000
1292 y, 0.000000
1292 z, -0.000000
1293 x, 1.000000
1293 y, -0.000000
1293 z, 0.000000
1294 x, 1.000000
1294 y, -0.000000
1294 z, 0.000000
1295 x, 1.000000
1295 y, 0.000000
1295 z, 0.000000
1296 x, 1.000000
1296 y, 0.000000
1296 z, 0.000000
1297 x, 1.000000
1297 y, -0.000000
1297 z, 0.000000
1298 x, 1.000000
1298 y, -0.000000
1298 z, 0.000000
1299 x, 1.000000
1299 y, -0.000000
1299 z, 0.000000
1300 x, 1.000000
1300 y, 0.000000
1300 z, 0.000000
1301 x, 1.000000
1301 y, -0.000000
1301 z, 0.000000
1302 x, 1.000000
1302 y, 0.000000
1302 z, -0.000000
1303 x, 1.000000
1303 y, 0.000000
1303 z, -0.000000
1304 x, 1.000000
1304 y, -0.000000
1304 z, -0.000000
1305 x, 1.000000
1305 y, 0.000000
1305 z, -0.000000
1306 x, 1.000000
1306 y, 0.000000
1306 z, -0.000000
1307 x, 1.000000
1307 y, 0.000000
1307 z, -0.000000
1308 x, 1.000000
1308 y, -0.000000
1308 z, 0.000000
1309 x, 1.000000
1309 y, -0.000000
1309 z, -0.000000
1310 x, 1.000000
1310 y, -0.000000
1310 z, -0.000000
1311 x, 1.000000
1311 y, -0.000000
1311 z, -0.000000
1312 x, 1.000000
1312 y, 0.000000
1312 z, -0.000000
1313 x, 1.000000
1313 y, 0.000000
1313 z, -0.000000
1314 x, 1.000000
1314 y, 0.000000
1314 z, -0.000000
1315 x, 1.000000
1315 y, 0.000000
1315 z, -0.000000
1316 x, 1.000000
1316 y, 0.000000
1316 z, -0.000000
1317 x, 1.000000
1317 y, 0.000000
1317 z, -0.000000
1318 x, 1.000000
1318 y, -0.000000
1318 z, -0.000000
1319 x, 1.000000
1319 y, -0.000000
1319 z, 0.000000
1320 x, 1.000000
1320 y, -0.000000
1320 z, 0.000000
1321 x, 1.000000
1321 y, -0.000000
1321 z, 0.000000
1322 x, 1.000000
1322 y, 0.000000
1322 z, -0.000000
1323 x, 1.000000
1323 y, 0.000000
1323 z, -0.000000
1324 x, 1.000000
1324 y, -0.000000
1324 z, 0.000000
1325 x, 1.000000
1325 y, -0.000000
1325 z, 0.000000
1326 x, 1.000000
1326 y, 0.000000
1326 z, -0.000000
1327 x, 1.000000
1327 y, 0.000000
1327 z, -0.000000
1328 x, 1.000000
1328 y, -0.000000
1328 z, -0.000000
1329 x, 1.000000
1329 y, 0.000000
1329 z, 0.000000
1330 x, 1.000000
1330 y, -0.000000
1330 z, 0.000000
1331 x, 1.000000
1331 y, 0.000000
1331 z, -0.000000
1332 x, 1.000000
1332 y, 0.000000
1332 z, -0.000000
1333 x, 0.000000
1333 y, -0.374845
1333 z, 0.927088
1334 x, -0.969361
1334 y, 0.150867
1334 z, -0.193850
1335 x, -1.000000
1335 y, 0.000000
1335 z, -0.000000
1336 x, -1.000000
1336 y, -0.000000
1336 z, 0.000000
1337 x, -1.000000
1337 y, -0.000000
1337 z, 0.000000
1338 x, -1.000000
1338 y, 0.000000
1338 z, -0.000000
1339 x, -1.000000
1339 y, 0.000000
1339 z, 0.000000
1340 x, -1.000000
1340 y, 0.000000
1340 z, -0.000000
1341 x, -1.000000
1341 y, 0.000000
1341 z, -0.000000
1342 x, -1.000000
1342 y, 0.000000
1342 z, -0.000000
1343 x, -1.000000
1343 y, 0.000000
1343 z, -0.000000
1344 x, -1.000000
1344 y, 0.000000
1344 z, -0.000000
1345 x, -1.000000
1345 y, 0.000000
1345 z, -0.000000
1346 x, -1.000000
1346 y, 0.000000
1346 z, 0.000000
1347 x, -1.000000
1347 y, -0.000000
1347 z, 0.000000
1348 x, -1.000000
1348 y, -0.000000
1348 z, 0.000000
1349 x, -1.000000
1349 y, -0.000000
1349 z, -0.000000
1350 x, -1.000000
1350 y, -0.000000
1350 z, -0.000000
1351 x, -1.000000
1351 y, 0.000000
1351 z, -0.000000
1352 x, -1.000000
1352 y, 0.000000
1352 z, -0.000000
1353 x, -1.000000
1353 y, 0.000000
1353 z, -0.000000
1354 x, -1.000000
1354 y, -0.000000
1354 z, 0.000000
1355 x, -1.000000
1355 y, -0.000000
1355 z, 0.000000
1356 x, -1.000000
1356 y, 0.000000
1356 z, 0.000000
1357 x, -1.000000
1357 y, -0.000000
1357 z, -0.000000
1358 x, -1.000000
1358 y, -0.000000
1358 z, -0.000000
1359 x, -1.000000
1359 y, 0.000000
1359 z, 0.000000
1360 x, -1.000000
1360 y, 0.000000
1360 z, 0.000000
1361 x, -1.000000
1361 y, 0.000000
1361 z, -0.000000
1362 x, -1.000000
1362 y, -0.000000
1362 z, 0.000000
1363 x, -1.000000
1363 y, 0.000000
1363 z, 0.000000
1364 x, -1.000000
1364 y, -0.000000
1364 z, 0.000000
1365 x, -1.000000
1365 y, -0.000000
1365 z, 0.000000
1366 x, -1.000000
1366 y, 0.000000
1366 z, -0.000000
1367 x, -1.000000
1367 y, 0.000000
1367 z, -0.000000
1368 x, -1.000000
1368 y, -0.000000
1368 z, 0.000000
1369 x, -1.000000
1369 y, 0.000000
1369 z, 0.000000
1370 x, -1.000000
1370 y, -0.000000
1370 z, 0.000000
1371 x, -1.000000
1371 y, -0.000000
1371 z, 0.000000
1372 x, -1.000000
1372 y, 0.000000
1372 z, -0.000000
1373 x, -1.000000
1373 y, -0.000000
1373 z, -0.000000
1374 x, -1.000000
1374 y, -0.000000
1374 z, -0.000000
1375 x, -1.000000
1375 y, 0.000000
1375 z, 0.000000
1376 x, -1.000000
1376 y, 0.000000
1376 z, 0.000000
1377 x, -1.000000
1377 y, -0.000000
1377 z, 0.000000
1378 x, -1.000000
1378 y, 0.000000
1378 z, 0.000000
1379 x, -1.000000
1379 y, -0.000000
1379 z, -0.000000
1380 x, -1.000000
1380 y, -0.000000
1380 z, 0.000000
1381 x, -1.000000
1381 y, 0.000000
1381 z, 0.000000
1382 x, -1.000000
1382 y, 0.000000
1382 z, 0.000000
1383 x, -1.000000
1383 y, -0.000000
1383 z, 0.000000
1384 x, -1.000000
1384 y, 0.000000
1384 z, -0.000000
1385 x, -1.000000
1385 y, 0.000000
1385 z, 0.000000
1386 x, -1.000000
1386 y, 0.000000
1386 z, 0.000000
1387 x, -1.000000
1387 y, -0.000000
1387 z, 0.000000
1388 x, -1.000000
1388 y, -0.000000
1388 z, 0.000000
1389 x, -1.000000
1389 y, -0.000000
1389 z, -0.000000
1390 x, -1.000000
1390 y, -0.000000
1390 z, -0.000000
1391 x, -1.000000
1391 y, 0.000000
1391 z, 0.000000
1392 x, -1.000000
1392 y, 0.000000
1392 z, 0.000000
1393 x, -1.000000
1393 y, 0.000000
1393 z, 0.000000
1394 x, -1.000000
1394 y, 0.000000
1394 z, 0.000000
1395 x, -1.000000
1395 y, 0.000000
1395 z, 0.000000
1396 x, -1.000000
1396 y, 0.000000
1396 z, 0.000000
1397 x, -1.000000
1397 y, 0.000000
1397 z, 0.000000
1398 x, -1.000000
1398 y, 0.000000
1398 z, 0.000000
1399 x, -1.000000
1399 y, -0.000000
1399 z, -0.000000
1400 x, -1.000000
1400 y, -0.000000
1400 z, -0.000000
1401 x, -1.000000
1401 y, -0.000000
1401 z, -0.000000
1402 x, -1.000000
1402 y, -0.000000
1402 z, -0.000000
1403 x, -1.000000
1403 y, 0.000000
1403 z, 0.000000
1404 x, -1.000000
1404 y, -0.000000
1404 z, -0.000000
1405 x, -1.000000
1405 y, 0.000000
1405 z, 0.000000
1406 x, -1.000000
1406 y, -0.000000
1406 z, -0.000000
1407 x, -1.000000
1407 y, 0.000000
1407 z, 0.000000
1408 x, -1.000000
1408 y, -0.000000
1408 z, -0.000000
1409 x, -1.000000
1409 y, -0.000000
1409 z, -0.000000
1410 x, -1.000000
1410 y, -0.000000
1410 z, -0.000000
1411 x, -1.000000
1411 y, 0.000000
1411 z, 0.000000
1412 x, -0.969361
1412 y, -0.150867
1412 z, -0.193850
1413 x, -0.000000
1413 y, 0.374845
1413 z, 0.927088
1414 x, 1.000000
1414 y, -0.000000
1414 z, -0.000000
1415 x, 1.000000
1415 y, -0.000000
1415 z, -0.000000
1416 x, 1.000000
1416 y, -0.000000
1416 z, -0.000000
1417 x, 1.000000
1417 y, -0.000000
1417 z, -0.000000
1418 x, 1.000000
1418 y, -0.000000
1418 z, -0.000000
1419 x, 1.000000
1419 y, -0.000000
1419 z, 0.000000
1420 x, 1.000000
1420 y, 0.000000
1420 z, -0.000000
1421 x, 1.000000
1421 y, -0.000000
1421 z, -0.000000
1422 x, 1.000000
1422 y, -0.000000
1422 z, -0.000000
1423 x, 1.000000
1423 y, 0.000000
1423 z, -0.000000
1424 x, 1.000000
1424 y, 0.000000
1424 z, -0.000000
1425 x, 1.000000
1425 y, -0.000000
1425 z, -0.000000
1426 x, 1.000000
1426 y, -0.000000
1426 z, 0.000000
1427 x, 1.000000
1427 y, -0.000000
1427 z, 0.000000
1428 x, 1.000000
1428 y, 0.000000
1428 z, -0.000000
1429 x, 1.000000
1429 y, -0.000000
1429 z, -0.000000
1430 x, 1.000000
1430 y, -0.000000
1430 z, -0.000000
1431 x, 1.000000
1431 y, 0.000000
1431 z, -0.000000
1432 x, 1.000000
1432 y, 0.000000
1432 z, -0.000000
1433 x, 1.000000
1433 y, -0.000000
1433 z, -0.000000
1434 x, 1.000000
1434 y, -0.000000
1434 z, -0.000000
1435 x, 1.000000
1435 y, -0.000000
1435 z, 0.000000
1436 x, 1.000000
1436 y, 0.000000
1436 z, -0.000000
1437 x, 1.000000
1437 y, 0.000000
1437 z, -0.000000
1438 x, 1.000000
1438 y, 0.000000
1438 z, 0.000000
1439 x, 1.000000
1439 y, -0.000000
1439 z, 0.000000
1440 x, 1.000000
1440 y, 0.000000
1440 z, 0.000000
1441 x, 1.000000
1441 y, -0.000000
1441 z, -0.000000
1442 x, 1.000000
1442 y, -0.000000
1442 z, -0.000000
1443 x, 1.000000
1443 y, 0.000000
1443 z, -0.000000
1444 x, 1.000000
1444 y, -0.000000
1444 z, 0.000000
1445 x, 1.000000
1445 y, -0.000000
1445 z, 0.000000
1446 x, 1.000000
1446 y, -0.000000
1446 z, 0.000000
1447 x, 1.000000
1447 y, 0.000000
1447 z, 0.000000
1448 x, 1.000000
1448 y, 0.000000
1448 z, 0.000000
1449 x, 1.000000
1449 y, 0.000000
1449 z, 0.000000
1450 x, 1.000000
1450 y, 0.000000
1450 z, 0.000000
1451 x, 1.000000
1451 y, -0.000000
1451 z, 0.000000
1452 x, 1.000000
1452 y, 0.000000
1452 z, 0.000000
1453 x, 1.000000
1453 y, -0.000000
1453 z, 0.000000
1454 x, 1.000000
1454 y, -0.000000
1454 z, 0.000000
1455 x, 1.000000
1455 y, -0.000000
1455 z, 0.000000
1456 x, 1.000000
1456 y, 0.000000
1456 z, 0.000000
1457 x, 1.000000
1457 y, -0.000000
1457 z, 0.000000
1458 x, 1.000000
1458 y, -0.000000
1458 z, -0.000000
1459 x, 1.000000
1459 y, 0.000000
1459 z, -0.000000
1460 x, 1.000000
1460 y, 0.000000
1460 z, -0.000000
1461 x, 1.000000
1461 y, -0.000000
1461 z, 0.000000
1462 x, 1.000000
1462 y, 0.000000
1462 z, 0.000000
1463 x, 1.000000
1463 y, 0.000000
1463 z, 0.000000
1464 x, 1.000000
1464 y, -0.000000
1464 z, 0.000000
1465 x, 1.000000
1465 y, 0.000000
1465 z, 0.000000
1466 x, 1.000000
1466 y, -0.000000
1466 z, 0.000000
1467 x, 1.000000
1467 y, -0.000000
1467 z, 0.000000
1468 x, 1.000000
1468 y, -0.000000
1468 z, 0.000000
1469 x, 1.000000
1469 y, -0.000000
1469 z, 0.000000
1470 x, 1.000000
1470 y, -0.000000
1470 z, -0.000000
1471 x, 1.000000
1471 y, -0.000000
1471 z, -0.000000
1472 x, 1.000000
1472 y, 0.000000
1472 z, 0.000000
1473 x, 1.000000
1473 y, -0.000000
1473 z, 0.000000
1474 x, 1.000000
1474 y, -0.000000
1474 z, 0.000000
