0 x, -nan
0 y, -nan
0 z, -nan
1 x, -nan
1 y, -nan
1 z, -nan
2 x, -nan
2 y, -nan
2 z, -nan
3 x, -nan
3 y, -nan
3 z, -nan
4 x, -nan
4 y, -nan
4 z, -nan
5 x, -nan
5 y, -nan
5 z, -nan
3759 x, -1.000000
3759 y, 0.000000
3759 z, 0.000000
3760 x, -1.000000
3760 y, 0.000000
3760 z, 0.000000
3761 x, -1.000000
3761 y, 0.000000
3761 z, 0.000000
3762 x, -1.000000
3762 y, 0.000000
3762 z, 0.000000
3763 x, -1.000000
3763 y, 0.000000
3763 z, 0.000000
3764 x, -1.000000
3764 y, 0.000000
3764 z, 0.000000
3765 x, -1.000000
3765 y, 0.000000
3765 z, 0.000000
3766 x, -1.000000
3766 y, 0.000000
3766 z, 0.000000
3767 x, -1.000000
3767 y, 0.000000
3767 z, 0.000000
3768 x, -1.000000
3768 y, 0.000000
3768 z, 0.000000
3769 x, -1.000000
3769 y, 0.000000
3769 z, 0.000000
3770 x, -1.000000
3770 y, -0.000000
3770 z, 0.000000
3771 x, -1.000000
3771 y, -0.000000
3771 z, 0.000000
3772 x, -1.000000
3772 y, 0.000000
3772 z, -0.000000
3773 x, -1.000000
3773 y, 0.000000
3773 z, -0.000000
3774 x, -1.000000
3774 y, 0.000000
3774 z, -0.000000
3775 x, -1.000000
3775 y, -0.000000
3775 z, -0.000000
3776 x, -1.000000
3776 y, -0.000000
3776 z, -0.000000
3777 x, -1.000000
3777 y, -0.000000
3777 z, -0.000000
3778 x, -1.000000
3778 y, -0.000000
3778 z, 0.000000
3779 x, -1.000000
3779 y, -0.000000
3779 z, 0.000000
3780 x, -1.000000
3780 y, 0.000000
3780 z, -0.000000
3781 x, -1.000000
3781 y, 0.000000
3781 z, -0.000000
3782 x, -1.000000
3782 y, -0.000000
3782 z, -0.000000
3783 x, -1.000000
3783 y, 0.000000
3783 z, 0.000000
3784 x, -1.000000
3784 y, 0.000000
3784 z, 0.000000
3785 x, -1.000000
3785 y, -0.000000
3785 z, -0.000000
3786 x, -1.000000
3786 y, -0.000000
3786 z, -0.000000
3787 x, -1.000000
3787 y, -0.000000
3787 z, -0.000000
3788 x, -1.000000
3788 y, -0.000000
3788 z, -0.000000
3789 x, -1.000000
3789 y, -0.000000
3789 z, -0.000000
3790 x, -1.000000
3790 y, 0.000000
3790 z, -0.000000
3791 x, -1.000000
3791 y, 0.000000
3791 z, -0.000000
3792 x, -1.000000
3792 y, -0.000000
3792 z, 0.000000
3793 x, -1.000000
3793 y, -0.000000
3793 z, -0.000000
3794 x, -1.000000
3794 y, 0.000000
3794 z, -0.000000
3795 x, -1.000000
3795 y, 0.000000
3795 z, -0.000000
3796 x, -1.000000
3796 y, -0.000000
3796 z, 0.000000
3797 x, -1.000000
3797 y, 0.000000
3797 z, -0.000000
3798 x, -1.000000
3798 y, -0.000000
3798 z, 0.000000
3799 x, -1.000000
3799 y, -0.000000
3799 z, 0.000000
3800 x, -1.000000
3800 y, -0.000000
3800 z, 0.000000
3801 x, -1.000000
3801 y, 0.000000
3801 z, 0.000000
3802 x, -1.000000
3802 y, 0.000000
3802 z, -0.000000
3803 x, -1.000000
3803 y, -0.000000
3803 z, -0.000000
3804 x, -1.000000
3804 y, -0.000000
3804 z, -0.000000
3805 x, -1.000000
3805 y, 0.000000
3805 z, -0.000000
3806 x, -1.000000
3806 y, -0.000000
3806 z, 0.000000
3807 x, -1.000000
3807 y, 0.000000
3807 z, 0.000000
3808 x, -1.000000
3808 y, 0.000000
3808 z, 0.000000
3809 x, -1.000000
3809 y, 0.000000
3809 z, -0.000000
3810 x, -1.000000
3810 y, -0.000000
3810 z, 0.000000
3811 x, -1.000000
3811 y, 0.000000
3811 z, -0.000000
3812 x, -1.000000
3812 y, -0.000000
3812 z, 0.000000
3813 x, -1.000000
3813 y, -0.000000
3813 z, 0.000000
3814 x, -1.000000
3814 y, 0.000000
3814 z, 0.000000
3815 x, -1.000000
3815 y, 0.000000
3815 z, -0.000000
3816 x, -1.000000
3816 y, 0.000000
3816 z, -0.000000
3817 x, -1.000000
3817 y, 0.000000
3817 z, -0.000000
3818 x, -1.000000
3818 y, -0.000000
3818 z, -0.000000
3819 x, -1.000000
3819 y, -0.000000
3819 z, -0.000000
3820 x, -1.000000
3820 y, -0.000000
3820 z, 0.000000
3821 x, -1.000000
3821 y, -0.000000
3821 z, 0.000000
3822 x, -1.000000
3822 y, -0.000000
3822 z, 0.000000
3823 x, -1.000000
3823 y, -0.000000
3823 z, 0.000000
3824 x, -1.000000
3824 y, 0.000000
3824 z, -0.000000
3825 x, -1.000000
3825 y, 0.000000
3825 z, 0.000000
3826 x, -1.000000
3826 y, -0.000000
3826 z, 0.000000
3827 x, -1.000000
3827 y, -0.000000
3827 z, 0.000000
3828 x, -1.000000
3828 y, -0.000000
3828 z, 0.000000
3829 x, -1.000000
3829 y, -0.000000
3829 z, 0.000000
3830 x, -1.000000
3830 y, 0.000000
3830 z, -0.000000
3831 x, -1.000000
3831 y, 0.000000
3831 z, -0.000000
3832 x, -1.000000
3832 y, 0.000000
3832 z, -0.000000
3833 x, -0.969361
3833 y, -0.150867
3833 z, 0.193850
3834 x, -0.000000
3834 y, 0.374845
3834 z, -0.927088
3835 x, 1.000000
3835 y, 0.000000
3835 z, -0.000000
3836 x, 1.000000
3836 y, 0.000000
3836 z, -0.000000
3837 x, 1.000000
3837 y, 0.000000
3837 z, -0.000000
3838 x, 1.000000
3838 y, -0.000000
3838 z, 0.000000
3839 x, 1.000000
3839 y, -0.000000
3839 z, 0.000000
3840 x, 1.000000
3840 y, -0.000000
3840 z, 0.000000
3841 x, 1.000000
3841 y, -0.000000
3841 z, 0.000000
3842 x, 1.000000
3842 y, 0.000000
3842 z, 0.000000
3843 x, 1.000000
3843 y, 0.000000
3843 z, 0.000000
3844 x, 1.000000
3844 y, 0.000000
3844 z, 0.000000
3845 x, 1.000000
3845 y, -0.000000
3845 z, 0.000000
3846 x, 1.000000
3846 y, -0.000000
3846 z, 0.000000
3847 x, 1.000000
3847 y, -0.000000
3847 z, 0.000000
3848 x, 1.000000
3848 y, -0.000000
3848 z, 0.000000
3849 x, 1.000000
3849 y, -0.000000
3849 z, 0.000000
3850 x, 1.000000
3850 y, 0.000000
3850 z, 0.000000
3851 x, 1.000000
3851 y, 0.000000
3851 z, -0.000000
3852 x, 1.000000
3852 y, -0.000000
3852 z, -0.000000
3853 x, 1.000000
3853 y, -0.000000
3853 z, -0.000000
3854 x, 1.000000
3854 y, 0.000000
3854 z, -0.000000
3855 x, 1.000000
3855 y, 0.000000
3855 z, -0.000000
3856 x, 1.000000
3856 y, -0.000000
3856 z, -0.000000
3857 x, 1.000000
3857 y, 0.000000
3857 z, 0.000000
3858 x, 1.000000
3858 y, 0.000000
3858 z, 0.000000
3859 x, 1.000000
3859 y, -0.000000
3859 z, 0.000000
3860 x, 1.000000
3860 y, -0.000000
3860 z, 0.000000
3861 x, 1.000000
3861 y, -0.000000
3861 z, -0.000000
3862 x, 1.000000
3862 y, -0.000000
3862 z, -0.000000
3863 x, 1.000000
3863 y, 0.000000
3863 z, 0.000000
3864 x, 1.000000
3864 y, -0.000000
3864 z, 0.000000
3865 x, 1.000000
3865 y, -0.000000
3865 z, -0.000000
3866 x, 1.000000
3866 y, 0.000000
3866 z, -0.000000
3867 x, 1.000000
3867 y, 0.000000
3867 z, -0.000000
3868 x, 1.000000
3868 y, 0.000000
3868 z, -0.000000
3869 x, 1.000000
3869 y, 0.000000
3869 z, -0.000000
3870 x, 1.000000
3870 y, -0.000000
3870 z, 0.000000
3871 x, 1.000000
3871 y, -0.000000
3871 z, -0.000000
3872 x, 1.000000
3872 y, 0.000000
3872 z, -0.000000
3873 x, 1.000000
3873 y, 0.000000
3873 z, -0.000000
3874 x, 1.000000
3874 y, -0.000000
3874 z, 0.000000
3875 x, 1.000000
3875 y, -0.000000
3875 z, 0.000000
3876 x, 1.000000
3876 y, 0.000000
3876 z, 0.000000
3877 x, 1.000000
3877 y, 0.000000
3877 z, 0.000000
3878 x, 1.000000
3878 y, 0.000000
3878 z, 0.000000
3879 x, 1.000000
3879 y, 0.000000
3879 z, 0.000000
3880 x, 1.000000
3880 y, 0.000000
3880 z, 0.000000
3881 x, 1.000000
3881 y, 0.000000
3881 z, 0.000000
3882 x, 1.000000
3882 y, -0.000000
3882 z, 0.000000
3883 x, 1.000000
3883 y, 0.000000
3883 z, 0.000000
3884 x, 1.000000
3884 y, 0.000000
3884 z, 0.000000
3885 x, 1.000000
3885 y, 0.000000
3885 z, 0.000000
3886 x, 1.000000
3886 y, -0.000000
3886 z, -0.000000
3887 x, 1.000000
3887 y, -0.000000
3887 z, -0.000000
3888 x, 1.000000
3888 y, 0.000000
3888 z, -0.000000
3889 x, 1.000000
3889 y, -0.000000
3889 z, -0.000000
3890 x, 1.000000
3890 y, -0.000000
3890 z, -0.000000
3891 x, 1.000000
3891 y, -0.000000
3891 z, -0.000000
3892 x, 1.000000
3892 y, 0.000000
3892 z, 0.000000
3893 x, 1.000000
3893 y, 0.000000
3893 z, 0.000000
3894 x, 1.000000
3894 y, -0.000000
3894 z, -0.000000
3895 x, 1.000000
3895 y, -0.000000
3895 z, -0.000000
3896 x, 1.000000
3896 y, -0.000000
3896 z, -0.000000
3897 x, 1.000000
3897 y, -0.000000
3897 z, -0.000000
3898 x, 1.000000
3898 y, -0.000000
3898 z, 0.000000
3899 x, 1.000000
3899 y, 0.000000
3899 z, 0.000000
3900 x, 1.000000
3900 y, -0.000000
3900 z, -0.000000
3901 x, 1.000000
3901 y, -0.000000
3901 z, -0.000000
3902 x, 1.000000
3902 y, -0.000000
3902 z, -0.000000
3903 x, 1.000000
3903 y, -0.000000
3903 z, -0.000000
3904 x, 1.000000
3904 y, 0.000000
3904 z, -0.000000
3905 x, 1.000000
3905 y, -0.000000
3905 z, 0.000000
3906 x, 1.000000
3906 y, 0.000000
3906 z, 0.000000
3907 x, 1.000000
3907 y, 0.000000
3907 z, 0.000000
3908 x, 1.000000
3908 y, 0.000000
3908 z, 0.000000
3909 x, 1.000000
3909 y, 0.000000
3909 z, 0.000000
3910 x, 1.000000
3910 y, 0.000000
3910 z, 0.000000
3911 x, 0.970152
3911 y, -0.090673
3911 z, -0.224908
3912 x, 0.000000
3912 y, 0.614776
3912 z, 0.788702
3913 x, -1.000000
3913 y, -0.000000
3913 z, -0.000000
3914 x, -1.000000
3914 y, -0.000000
3914 z, -0.000000
3915 x, -1.000000
3915 y, 0.000000
3915 z, 0.000000
3916 x, -1.000000
3916 y, 0.000000
3916 z, 0.000000
3917 x, -1.000000
3917 y, 0.000000
3917 z, 0.000000
3918 x, -1.000000
3918 y, -0.000000
3918 z, -0.000000
3919 x, -1.000000
3919 y, -0.000000
3919 z, -0.000000
3920 x, -1.000000
3920 y, -0.000000
3920 z, 0.000000
3921 x, -1.000000
3921 y, -0.000000
3921 z, 0.000000
3922 x, -1.000000
3922 y, -0.000000
3922 z, -0.000000
3923 x, -1.000000
3923 y, -0.000000
3923 z, -0.000000
3924 x, -1.000000
3924 y, 0.000000
3924 z, -0.000000
3925 x, -1.000000
3925 y, -0.000000
3925 z, -0.000000
3926 x, -1.000000
3926 y, -0.000000
3926 z, -0.000000
3927 x, -1.000000
3927 y, -0.000000
3927 z, -0.000000
3928 x, -1.000000
3928 y, 0.000000
3928 z, 0.000000
3929 x, -1.000000
3929 y, 0.000000
3929 z, 0.000000
3930 x, -1.000000
3930 y, -0.000000
3930 z, -0.000000
3931 x, -1.000000
3931 y, -0.000000
3931 z, 0.000000
3932 x, -1.000000
3932 y, -0.000000
3932 z, -0.000000
3933 x, -1.000000
3933 y, -0.000000
3933 z, 0.000000
3934 x, -1.000000
3934 y, -0.000000
3934 z, -0.000000
3935 x, -1.000000
3935 y, -0.000000
3935 z, 0.000000
3936 x, -1.000000
3936 y, 0.000000
3936 z, 0.000000
3937 x, -1.000000
3937 y, 0.000000
3937 z, 0.000000
3938 x, -1.000000
3938 y, -0.000000
3938 z, 0.000000
3939 x, -1.000000
3939 y, -0.000000
3939 z, 0.000000
3940 x, -1.000000
3940 y, -0.000000
3940 z, -0.000000
3941 x, -1.000000
3941 y, -0.000000
3941 z, 0.000000
3942 x, -1.000000
3942 y, -0.000000
3942 z, 0.000000
3943 x, -1.000000
3943 y, -0.000000
3943 z, 0.000000
3944 x, -1.000000
3944 y, 0.000000
3944 z, 0.000000
3945 x, -1.000000
3945 y, 0.000000
3945 z, 0.000000
3946 x, -1.000000
3946 y, -0.000000
3946 z, 0.000000
3947 x, -1.000000
3947 y, 0.000000
3947 z, -0.000000
3948 x, -1.000000
3948 y, 0.000000
3948 z, 0.000000
3949 x, -1.000000
3949 y, -0.000000
3949 z, 0.000000
3950 x, -1.000000
3950 y, 0.000000
3950 z, 0.000000
3951 x, -1.000000
3951 y, 0.000000
3951 z, 0.000000
3952 x, -1.000000
3952 y, -0.000000
3952 z, 0.000000
3953 x, -1.000000
3953 y, -0.000000
3953 z, 0.000000
3954 x, -1.000000
3954 y, 0.000000
3954 z, -0.000000
3955 x, -1.000000
3955 y, -0.000000
3955 z, 0.000000
3956 x, -1.000000
3956 y, -0.000000
3956 z, 0.000000
3957 x, -1.000000
3957 y, 0.000000
3957 z, -0.000000
3958 x, -1.000000
3958 y, 0.000000
3958 z, -0.000000
3959 x, -1.000000
3959 y, -0.000000
3959 z, 0.000000
3960 x, -1.000000
3960 y, -0.000000
3960 z, 0.000000
3961 x, -1.000000
3961 y, -0.000000
3961 z, 0.000000
3962 x, -1.000000
3962 y, -0.000000
3962 z, 0.000000
3963 x, -1.000000
3963 y, 0.000000
3963 z, -0.000000
3964 x, -1.000000
3964 y, 0.000000
3964 z, -0.000000
3965 x, -1.000000
3965 y, 0.000000
3965 z, -0.000000
3966 x, -1.000000
3966 y, 0.000000
3966 z, -0.000000
3967 x, -1.000000
3967 y, 0.000000
3967 z, -0.000000
3968 x, -1.000000
3968 y, 0.000000
3968 z, -0.000000
3969 x, -1.000000
3969 y, -0.000000
3969 z, 0.000000
3970 x, -1.000000
3970 y, -0.000000
3970 z, 0.000000
3971 x, -1.000000
3971 y, -0.000000
3971 z, 0.000000
3972 x, -1.000000
3972 y, 0.000000
3972 z, 0.000000
3973 x, -1.000000
3973 y, 0.000000
3973 z, 0.000000
3974 x, -1.000000
3974 y, 0.000000
3974 z, 0.000000
3975 x, -1.000000
3975 y, 0.000000
3975 z, -0.000000
3976 x, -1.000000
3976 y, 0.000000
3976 z, -0.000000
3977 x, -1.000000
3977 y, 0.000000
3977 z, 0.000000
3978 x, -1.000000
3978 y, -0.000000
3978 z, 0.000000
3979 x, -1.000000
3979 y, -0.000000
3979 z, 0.000000
3980 x, -1.000000
3980 y, 0.000000
3980 z, -0.000000
3981 x, -1.000000
3981 y, 0.000000
3981 z, -0.000000
3982 x, -1.000000
3982 y, -0.000000
3982 z, 0.000000
3983 x, -1.000000
3983 y, -0.000000
3983 z, 0.000000
3984 x, -1.000000
3984 y, -0.000000
3984 z, 0.000000
3985 x, -1.000000
3985 y, -0.000000
3985 z, 0.000000
3986 x, -1.000000
3986 y, -0.000000
3986 z, 0.000000
3987 x, -1.000000
3987 y, -0.000000
3987 z, 0.000000
3988 x, -0.000000
3988 y, -0.614776
3988 z, 0.788702
3989 x, 0.970152
3989 y, 0.090673
3989 z, -0.224908
3990 x, 1.000000
3990 y, -0.000000
3990 z, 0.000000
3991 x, 1.000000
3991 y, -0.000000
3991 z, 0.000000
3992 x, 1.000000
3992 y, -0.000000
3992 z, 0.000000
3993 x, 1.000000
3993 y, 0.000000
3993 z, -0.000000
3994 x, 1.000000
3994 y, 0.000000
3994 z, -0.000000
3995 x, 1.000000
3995 y, 0.000000
3995 z, -0.000000
3996 x, 1.000000
3996 y, 0.000000
3996 z, -0.000000
3997 x, 1.000000
3997 y, 0.000000
3997 z, -0.000000
3998 x, 1.000000
3998 y, 0.000000
3998 z, -0.000000
3999 x, 1.000000
3999 y, -0.000000
3999 z, 0.000000
4000 x, 1.000000
4000 y, -0.000000
4000 z, 0.000000
4001 x, 1.000000
4001 y, -0.000000
4001 z, 0.000000
4002 x, 1.000000
4002 y, -0.000000
4002 z, -0.000000
4003 x, 1.000000
4003 y, 0.000000
4003 z, -0.000000
4004 x, 1.000000
4004 y, 0.000000
4004 z, -0.000000
4005 x, 1.000000
4005 y, -0.000000
4005 z, 0.000000
4006 x, 1.000000
4006 y, -0.000000
4006 z, 0.000000
4007 x, 1.000000
4007 y, 0.000000
4007 z, -0.000000
4008 x, 1.000000
4008 y, 0.000000
4008 z, -0.000000
4009 x, 1.000000
4009 y, -0.000000
4009 z, 0.000000
4010 x, 1.000000
4010 y, -0.000000
4010 z, 0.000000
4011 x, 1.000000
4011 y, 0.000000
4011 z, -0.000000
4012 x, 1.000000
4012 y, 0.000000
4012 z, -0.000000
4013 x, 1.000000
4013 y, -0.000000
4013 z, 0.000000
4014 x, 1.000000
4014 y, -0.000000
4014 z, 0.000000
4015 x, 1.000000
4015 y, -0.000000
4015 z, 0.000000
4016 x, 1.000000
4016 y, -0.000000
4016 z, -0.000000
4017 x, 1.000000
4017 y, -0.000000
4017 z, -0.000000
4018 x, 1.000000
4018 y, -0.000000
4018 z, 0.000000
4019 x, 1.000000
4019 y, -0.000000
4019 z, 0.000000
4020 x, 1.000000
4020 y, 0.000000
4020 z, 0.000000
4021 x, 1.000000
4021 y, -0.000000
4021 z, 0.000000
4022 x, 1.000000
4022 y, -0.000000
4022 z, 0.000000
4023 x, 1.000000
4023 y, -0.000000
4023 z, 0.000000
4024 x, 1.000000
4024 y, -0.000000
4024 z, 0.000000
4025 x, 1.000000
4025 y, 0.000000
4025 z, 0.000000
4026 x, 1.000000
4026 y, 0.000000
4026 z, 0.000000
4027 x, 1.000000
4027 y, -0.000000
4027 z, 0.000000
4028 x, 1.000000
4028 y, 0.000000
4028 z, -0.000000
4029 x, 1.000000
4029 y, 0.000000
4029 z, -0.000000
4030 x, 1.000000
4030 y, -0.000000
4030 z, -0.000000
4031 x, 1.000000
4031 y, 0.000000
4031 z, -0.000000
4032 x, 1.000000
4032 y, 0.000000
4032 z, 0.000000
4033 x, 1.000000
4033 y, -0.000000
4033 z, 0.000000
4034 x, 1.000000
4034 y, 0.000000
4034 z, -0.000000
4035 x, 1.000000
4035 y, -0.000000
4035 z, -0.000000
4036 x, 1.000000
4036 y, -0.000000
4036 z, -0.000000
4037 x, 1.000000
4037 y, 0.000000
4037 z, -0.000000
4038 x, 1.000000
4038 y, -0.000000
4038 z, 0.000000
4039 x, 1.000000
4039 y, 0.000000
4039 z, 0.000000
4040 x, 1.000000
4040 y, 0.000000
4040 z, 0.000000
4041 x, 1.000000
4041 y, -0.000000
4041 z, 0.000000
4042 x, 1.000000
4042 y, 0.000000
4042 z, 0.000000
4043 x, 1.000000
4043 y, -0.000000
4043 z, -0.000000
4044 x, 1.000000
4044 y, 0.000000
4044 z, -0.000000
4045 x, 1.000000
4045 y, 0.000000
4045 z, -0.000000
4046 x, 1.000000
4046 y, -0.000000
4046 z, -0.000000
4047 x, 1.000000
4047 y, 0.000000
4047 z, 0.000000
4048 x, 1.000000
4048 y, 0.000000
4048 z, 0.000000
4049 x, 1.000000
4049 y, -0.000000
4049 z, -0.000000
4050 x, 1.000000
4050 y, -0.000000
4050 z, -0.000000
4051 x, 1.000000
4051 y, -0.000000
4051 z, -0.000000
4052 x, 1.000000
4052 y, -0.000000
4052 z, -0.000000
4053 x, 1.000000
4053 y, 0.000000
4053 z, 0.000000
4054 x, 1.000000
4054 y, 0.000000
4054 z, 0.000000
4055 x, 1.000000
4055 y, 0.000000
4055 z, 0.000000
4056 x, 1.000000
4056 y, 0.000000
4056 z, 0.000000
4057 x, 1.000000
4057 y, -0.000000
4057 z, -0.000000
4058 x, 1.000000
4058 y, -0.000000
4058 z, -0.000000
4059 x, 1.000000
4059 y, -0.000000
4059 z, -0.000000
4060 x, 1.000000
4060 y, -0.000000
4060 z, -0.000000
4061 x, 1.000000
4061 y, 0.000000
4061 z, -0.000000
4062 x, 0.998635
4062 y, 0.040409
4062 z, -0.033097
4063 x, 0.998635
4063 y, 0.040408
4063 z, -0.033099
4064 x, -1.000000
4064 y, 0.000000
4064 z, 0.000000
4065 x, -1.000000
4065 y, -0.000000
4065 z, -0.000000
4066 x, -1.000000
4066 y, 0.000000
4066 z, -0.000000
4067 x, -1.000000
4067 y, -0.000000
4067 z, -0.000000
4068 x, -1.000000
4068 y, -0.000000
4068 z, -0.000000
4069 x, -1.000000
4069 y, -0.000000
4069 z, -0.000000
4070 x, -1.000000
4070 y, -0.000000
4070 z, -0.000000
4071 x, -1.000000
4071 y, 0.000000
4071 z, -0.000000
4072 x, -1.000000
4072 y, -0.000000
4072 z, 0.000000
4073 x, -1.000000
4073 y, 0.000000
4073 z, 0.000000
4074 x, -1.000000
4074 y, 0.000000
4074 z, 0.000000
4075 x, -1.000000
4075 y, -0.000000
4075 z, -0.000000
4076 x, -1.000000
4076 y, -0.000000
4076 z, 0.000000
4077 x, -1.000000
4077 y, 0.000000
4077 z, 0.000000
4078 x, -1.000000
4078 y, 0.000000
4078 z, 0.000000
4079 x, -1.000000
4079 y, -0.000000
4079 z, -0.000000
4080 x, -1.000000
4080 y, -0.000000
4080 z, 0.000000
4081 x, -1.000000
4081 y, -0.000000
4081 z, -0.000000
4082 x, -1.000000
4082 y, -0.000000
4082 z, 0.000000
4083 x, -1.000000
4083 y, -0.000000
4083 z, -0.000000
4084 x, -1.000000
4084 y, -0.000000
4084 z, 0.000000
4085 x, -1.000000
4085 y, 0.000000
4085 z, 0.000000
4086 x, -1.000000
4086 y, 0.000000
4086 z, 0.000000
4087 x, -1.000000
4087 y, -0.000000
4087 z, -0.000000
4088 x, -1.000000
4088 y, -0.000000
4088 z, -0.000000
4089 x, -1.000000
4089 y, -0.000000
4089 z, -0.000000
4090 x, -1.000000
4090 y, -0.000000
4090 z, -0.000000
4091 x, -1.000000
4091 y, 0.000000
4091 z, -0.000000
4092 x, -1.000000
4092 y, -0.000000
4092 z, 0.000000
4093 x, -1.000000
4093 y, 0.000000
4093 z, 0.000000
4094 x, -1.000000
4094 y, 0.000000
4094 z, 0.000000
4095 x, -1.000000
4095 y, 0.000000
4095 z, 0.000000
4096 x, -1.000000
4096 y, -0.000000
4096 z, 0.000000
4097 x, -1.000000
4097 y, -0.000000
4097 z, 0.000000
4098 x, -1.000000
4098 y, 0.000000
4098 z, -0.000000
4099 x, -1.000000
4099 y, 0.000000
4099 z, -0.000000
4100 x, -1.000000
4100 y, -0.000000
4100 z, -0.000000
4101 x, -1.000000
4101 y, -0.000000
4101 z, -0.000000
4102 x, -1.000000
4102 y, 0.000000
4102 z, -0.000000
4103 x, -1.000000
4103 y, 0.000000
4103 z, -0.000000
4104 x, -1.000000
4104 y, 0.000000
4104 z, -0.000000
4105 x, -1.000000
4105 y, -0.000000
4105 z, 0.000000
4106 x, -1.000000
4106 y, -0.000000
4106 z, 0.000000
4107 x, -1.000000
4107 y, 0.000000
4107 z, 0.000000
4108 x, -1.000000
4108 y, -0.000000
4108 z, -0.000000
4109 x, -1.000000
4109 y, 0.000000
4109 z, -0.000000
4110 x, -1.000000
4110 y, 0.000000
4110 z, -0.000000
4111 x, -1.000000
4111 y, -0.000000
4111 z, -0.000000
4112 x, -1.000000
4112 y, 0.000000
4112 z, -0.000000
4113 x, -1.000000
4113 y, -0.000000
4113 z, 0.000000
4114 x, -1.000000
4114 y, 0.000000
4114 z, 0.000000
4115 x, -1.000000
4115 y, -0.000000
4115 z, 0.000000
4116 x, -1.000000
4116 y, -0.000000
4116 z, 0.000000
4117 x, -1.000000
4117 y, 0.000000
4117 z, 0.000000
4118 x, -1.000000
4118 y, -0.000000
4118 z, -0.000000
4119 x, -1.000000
4119 y, -0.000000
4119 z, -0.000000
4120 x, -1.000000
4120 y, 0.000000
4120 z, 0.000000
4121 x, -1.000000
4121 y, 0.000000
4121 z, 0.000000
4122 x, -1.000000
4122 y, 0.000000
4122 z, -0.000000
4123 x, -1.000000
4123 y, -0.000000
4123 z, 0.000000
4124 x, -1.000000
4124 y, -0.000000
4124 z, 0.000000
4125 x, -1.000000
4125 y, 0.000000
4125 z, -0.000000
4126 x, -1.000000
4126 y, 0.000000
4126 z, -0.000000
4127 x, -1.000000
4127 y, 0.000000
4127 z, -0.000000
4128 x, -1.000000
4128 y, 0.000000
4128 z, -0.000000
4129 x, -1.000000
4129 y, 0.000000
4129 z, -0.000000
4130 x, -1.000000
4130 y, 0.000000
4130 z, -0.000000
4131 x, -1.000000
4131 y, -0.000000
4131 z, -0.000000
4132 x, -1.000000
4132 y, 0.000000
4132 z, -0.000000
4133 x, -1.000000
4133 y, -0.000000
4133 z, 0.000000
4134 x, -1.000000
4134 y, -0.000000
4134 z, -0.000000
4135 x, -1.000000
4135 y, 0.000000
4135 z, -0.000000
4136 x, 0.998635
4136 y, -0.040408
4136 z, -0.033099
4137 x, 0.998635
4137 y, -0.040410
4137 z, -0.033097
4138 x, 1.000000
4138 y, -0.000000
4138 z, 0.000000
4139 x, 1.000000
4139 y, 0.000000
4139 z, -0.000000
4140 x, 1.000000
4140 y, 0.000000
4140 z, -0.000000
4141 x, 1.000000
4141 y, -0.000000
4141 z, 0.000000
4142 x, 1.000000
4142 y, -0.000000
4142 z, 0.000000
4143 x, 1.000000
4143 y, -0.000000
4143 z, 0.000000
4144 x, 1.000000
4144 y, -0.000000
4144 z, 0.000000
4145 x, 1.000000
4145 y, -0.000000
4145 z, 0.000000
4146 x, 1.000000
4146 y, -0.000000
4146 z, 0.000000
4147 x, 1.000000
4147 y, 0.000000
4147 z, -0.000000
4148 x, 1.000000
4148 y, 0.000000
4148 z, -0.000000
4149 x, 1.000000
4149 y, 0.000000
4149 z, -0.000000
4150 x, 1.000000
4150 y, 0.000000
4150 z, -0.000000
4151 x, 1.000000
4151 y, -0.000000
4151 z, 0.000000
4152 x, 1.000000
4152 y, -0.000000
4152 z, 0.000000
4153 x, 1.000000
4153 y, 0.000000
4153 z, -0.000000
4154 x, 1.000000
4154 y, 0.000000
4154 z, -0.000000
4155 x, 1.000000
4155 y, -0.000000
4155 z, 0.000000
4156 x, 1.000000
4156 y, -0.000000
4156 z, 0.000000
4157 x, 1.000000
4157 y, -0.000000
4157 z, 0.000000
4158 x, 1.000000
4158 y, 0.000000
4158 z, 0.000000
4159 x, 1.000000
4159 y, -0.000000
4159 z, 0.000000
4160 x, 1.000000
4160 y, -0.000000
4160 z, 0.000000
4161 x, 1.000000
4161 y, 0.000000
4161 z, 0.000000
4162 x, 1.000000
4162 y, -0.000000
4162 z, 0.000000
4163 x, 1.000000
4163 y, -0.000000
4163 z, 0.000000
4164 x, 1.000000
4164 y, -0.000000
4164 z, -0.000000
4165 x, 1.000000
4165 y, -0.000000
4165 z, -0.000000
4166 x, 1.000000
4166 y, -0.000000
4166 z, 0.000000
4167 x, 1.000000
4167 y, 0.000000
4167 z, -0.000000
4168 x, 1.000000
4168 y, 0.000000
4168 z, -0.000000
4169 x, 1.000000
4169 y, 0.000000
4169 z, -0.000000
4170 x, 1.000000
4170 y, -0.000000
4170 z, -0.000000
4171 x, 1.000000
4171 y, 0.000000
4171 z, -0.000000
4172 x, 1.000000
4172 y, -0.000000
4172 z, 0.000000
4173 x, 1.000000
4173 y, 0.000000
4173 z, 0.000000
4174 x, 1.000000
4174 y, 0.000000
4174 z, 0.000000
4175 x, 1.000000
4175 y, -0.000000
4175 z, 0.000000
4176 x, 1.000000
4176 y, 0.000000
4176 z, 0.000000
4177 x, 1.000000
4177 y, -0.000000
4177 z, 0.000000
4178 x, 1.000000
4178 y, 0.000000
