i/j , -75 , -74 , -73 , -72 , -71 , -70 , -69 , -68 , -67 , -66 , -65 , -64 , -63 , -62 , -61 , -60 , -59 , -58 , -57 , -56 , -55 , -54 , -53 , -52 , -51 , -50 , -49 , -48 , -47 , -46 , -45 , -44 , -43 , -42 , -41 , -40 , -39 , -38 , -37 , -36 , -35 , -34 , -33 , -32 , -31 , -30 , -29 , -28 , -27 , -26 , -25 , -24 , -23 , -22 , -21 , -20 , -19 , -18 , -17 , -16 , -15 , -14 , -13 , -12 , -11 , -10 , -9 , -8 , -7 , -6 , -5 , -4 , -3 , -2 , -1 , 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 , 29 , 30 , 31 , 32 , 33 , 34 , 35 , 36 , 37 , 38 , 39 , 40 , 41 , 42 , 43 , 44 , 45 , 46 , 47 , 48 , 49 , 50 , 51 , 52 , 53 , 54 , 55 , 56 , 57 , 58 , 59 , 60 , 61 , 62 , 63 , 64 , 65 , 66 , 67 , 68 , 69 , 70 , 71 , 72 , 73 , 74 , 75 , 
-42 , 507.841445 , 502.774876 , 497.708306 , 492.641736 , 487.575167 , 482.508597 , 477.442027 , 472.375458 , 467.308888 , 462.242318 , 457.175749 , 452.109179 , 451.940081 , 451.940081 , 436.909470 , 431.842901 , 426.776331 , 421.709761 , 416.643192 , 411.576622 , 406.510052 , 401.443483 , 396.376913 , 391.310343 , 386.243774 , 381.177204 , 376.110634 , 371.044065 , 365.977495 , 360.910925 , 355.844356 , 350.777786 , 345.711217 , 340.644647 , 335.578077 , 330.511508 , 325.444938 , 320.378368 , 315.311799 , 310.245229 , 305.178659 , 300.112090 , 295.045520 , 289.978950 , 284.912381 , 279.845811 , 274.779241 , 269.712672 , 264.646102 , 259.579533 , 254.512963 , 249.446393 , 244.379824 , 239.313254 , 234.246684 , 229.180115 , 224.113545 , 219.046975 , 213.980406 , 208.913836 , 203.847266 , 198.780697 , 193.714127 , 188.647557 , 183.580988 , 178.514418 , 173.447849 , 168.381279 , 163.314709 , 158.248140 , 153.181570 , 148.115000 , 143.048431 , 137.981861 , 132.915291 , 127.848722 , 122.782152 , 117.715582 , 112.649013 , 107.582443 , 102.515873 , 97.449304 , 92.382734 , 87.316165 , 82.249595 , 77.183025 , 72.116456 , 67.049886 , 61.983316 , 56.916747 , 51.850177 , 46.783607 , 41.717038 , 36.650468 , 31.583898 , 26.517329 , 21.450759 , 16.384189 , 11.317620 , 6.251050 , 1.184480 , -3.882089 , -8.948659 , -14.015228 , -19.081798 , -24.148368 , -29.214937 , -34.281507 , -39.348077 , -44.414646 , -49.481216 , -54.547786 , -59.614355 , -64.680925 , -69.747495 , -74.814064 , -79.880634 , -84.947204 , -90.013773 , -95.080343 , -100.146912 , -105.213482 , -110.280052 , -115.346621 , -120.413191 , -125.479761 , -130.546330 , -135.612900 , -140.679470 , -145.746039 , -150.812609 , -155.879179 , -160.945748 , -166.012318 , -171.078888 , -176.145457 , -181.212027 , -186.278596 , -191.345166 , -196.411736 , -201.478305 , -206.544875 , -211.611445 , -216.678014 , -221.744584 , -226.811154 , -231.877723 , -236.944293 , -242.010863 , -247.077432 , -252.144002 , 507.212031 , 
-41 , 507.212031 , 502.145462 , 497.078892 , 492.012322 , 486.945753 , 481.879183 , 476.812613 , 471.746044 , 466.679474 , 461.612904 , 456.546335 , 451.479765 , 495.044535 , 495.044535 , 436.280056 , 431.213486 , 426.146917 , 421.080347 , 416.013778 , 410.947208 , 405.880638 , 400.814069 , 395.747499 , 390.680929 , 385.614360 , 380.547790 , 375.481220 , 370.414651 , 365.348081 , 360.281511 , 355.214942 , 350.148372 , 345.081802 , 340.015233 , 334.948663 , 329.882094 , 324.815524 , 319.748954 , 314.682385 , 309.615815 , 304.549245 , 299.482676 , 294.416106 , 289.349536 , 284.282967 , 279.216397 , 274.149827 , 269.083258 , 264.016688 , 258.950118 , 253.883549 , 248.816979 , 243.750409 , 238.683840 , 233.617270 , 228.550701 , 223.484131 , 218.417561 , 213.350992 , 208.284422 , 203.217852 , 198.151283 , 193.084713 , 188.018143 , 182.951574 , 177.885004 , 172.818434 , 167.751865 , 162.685295 , 157.618725 , 152.552156 , 147.485586 , 142.419017 , 137.352447 , 132.285877 , 127.219308 , 122.152738 , 117.086168 , 112.019599 , 106.953029 , 101.886459 , 96.819890 , 91.753320 , 86.686750 , 81.620181 , 76.553611 , 71.487041 , 66.420472 , 61.353902 , 56.287333 , 51.220763 , 46.154193 , 41.087624 , 36.021054 , 30.954484 , 25.887915 , 20.821345 , 15.754775 , 10.688206 , 5.621636 , 0.555066 , -4.511503 , -9.578073 , -14.644643 , -19.711212 , -24.777782 , -29.844351 , -34.910921 , -39.977491 , -45.044060 , -50.110630 , -55.177200 , -60.243769 , -65.310339 , -70.376909 , -75.443478 , -80.510048 , -85.576618 , -90.643187 , -95.709757 , -100.776327 , -105.842896 , -110.909466 , -115.976035 , -121.042605 , -126.109175 , -131.175744 , -136.242314 , -141.308884 , -146.375453 , -151.442023 , -156.508593 , -161.575162 , -166.641732 , -171.708302 , -176.774871 , -181.841441 , -186.908011 , -191.974580 , -197.041150 , -202.107719 , -207.174289 , -212.240859 , -217.307428 , -222.373998 , -227.440568 , -232.507137 , -237.573707 , -242.640277 , -247.706846 , -252.773416 , 506.582617 , 
-40 , 506.582617 , 501.516047 , 496.449478 , 491.382908 , 486.316339 , 481.249769 , 476.183199 , 471.116630 , 466.050060 , 460.983490 , 455.916921 , 450.850351 , 445.783781 , 440.717212 , 435.650642 , 430.584072 , 425.517503 , 420.450933 , 415.384363 , 410.317794 , 405.251224 , 400.184654 , 395.118085 , 390.051515 , 384.984946 , 379.918376 , 374.851806 , 369.785237 , 364.718667 , 359.652097 , 354.585528 , 349.518958 , 344.452388 , 339.385819 , 334.319249 , 329.252679 , 324.186110 , 319.119540 , 314.052970 , 308.986401 , 303.919831 , 298.853262 , 293.786692 , 288.720122 , 283.653553 , 278.586983 , 273.520413 , 268.453844 , 263.387274 , 258.320704 , 253.254135 , 248.187565 , 243.120995 , 238.054426 , 232.987856 , 227.921286 , 222.854717 , 217.788147 , 212.721578 , 207.655008 , 202.588438 , 197.521869 , 192.455299 , 187.388729 , 182.322160 , 177.255590 , 172.189020 , 167.122451 , 162.055881 , 156.989311 , 151.922742 , 146.856172 , 141.789602 , 136.723033 , 131.656463 , 126.589894 , 121.523324 , 116.456754 , 111.390185 , 106.323615 , 101.257045 , 96.190476 , 91.123906 , 86.057336 , 80.990767 , 75.924197 , 70.857627 , 65.791058 , 60.724488 , 55.657918 , 50.591349 , 45.524779 , 40.458210 , 35.391640 , 30.325070 , 25.258501 , 20.191931 , 15.125361 , 10.058792 , 4.992222 , -0.074348 , -5.140917 , -10.207487 , -15.274057 , -20.340626 , -25.407196 , -30.473766 , -35.540335 , -40.606905 , -45.673474 , -50.740044 , -55.806614 , -60.873183 , -65.939753 , -71.006323 , -76.072892 , -81.139462 , -86.206032 , -91.272601 , -96.339171 , -101.405741 , -106.472310 , -111.538880 , -116.605450 , -121.672019 , -126.738589 , -131.805158 , -136.871728 , -141.938298 , -147.004867 , -152.071437 , -157.138007 , -162.204576 , -167.271146 , -172.337716 , -177.404285 , -182.470855 , -187.537425 , -192.603994 , -197.670564 , -202.737134 , -207.803703 , -212.870273 , -217.936842 , -223.003412 , -228.069982 , -233.136551 , -238.203121 , -243.269691 , -248.336260 , -253.402830 , 505.953203 , 
-39 , 505.953203 , 500.886633 , 495.820064 , 490.753494 , 485.686924 , 480.620355 , 475.553785 , 470.487215 , 465.420646 , 460.354076 , 455.287507 , 450.220937 , 445.154367 , 440.087798 , 435.021228 , 429.954658 , 424.888089 , 419.821519 , 414.754949 , 409.688380 , 404.621810 , 399.555240 , 394.488671 , 389.422101 , 384.355531 , 379.288962 , 374.222392 , 369.155823 , 364.089253 , 359.022683 , 353.956114 , 348.889544 , 343.822974 , 338.756405 , 333.689835 , 328.623265 , 323.556696 , 318.490126 , 313.423556 , 308.356987 , 303.290417 , 298.223847 , 293.157278 , 288.090708 , 283.024139 , 277.957569 , 272.890999 , 267.824430 , 262.757860 , 257.691290 , 252.624721 , 247.558151 , 242.491581 , 237.425012 , 232.358442 , 227.291872 , 222.225303 , 217.158733 , 212.092163 , 207.025594 , 201.959024 , 196.892455 , 191.825885 , 186.759315 , 181.692746 , 176.626176 , 171.559606 , 166.493037 , 161.426467 , 156.359897 , 151.293328 , 146.226758 , 141.160188 , 136.093619 , 131.027049 , 125.960479 , 120.893910 , 115.827340 , 110.760771 , 105.694201 , 100.627631 , 95.561062 , 90.494492 , 85.427922 , 80.361353 , 75.294783 , 70.228213 , 65.161644 , 60.095074 , 55.028504 , 49.961935 , 44.895365 , 39.828795 , 34.762226 , 29.695656 , 24.629087 , 19.562517 , 14.495947 , 9.429378 , 4.362808 , -0.703762 , -5.770331 , -10.836901 , -15.903471 , -20.970040 , -26.036610 , -31.103180 , -36.169749 , -41.236319 , -46.302889 , -51.369458 , -56.436028 , -61.502597 , -66.569167 , -71.635737 , -76.702306 , -81.768876 , -86.835446 , -91.902015 , -96.968585 , -102.035155 , -107.101724 , -112.168294 , -117.234864 , -122.301433 , -127.368003 , -132.434573 , -137.501142 , -142.567712 , -147.634281 , -152.700851 , -157.767421 , -162.833990 , -167.900560 , -172.967130 , -178.033699 , -183.100269 , -188.166839 , -193.233408 , -198.299978 , -203.366548 , -208.433117 , -213.499687 , -218.566257 , -223.632826 , -228.699396 , -233.765965 , -238.832535 , -243.899105 , -248.965674 , -254.032244 , 505.323789 , 
-38 , 505.323789 , 500.257219 , 495.190650 , 490.124080 , 485.057510 , 479.990941 , 474.924371 , 469.857801 , 464.791232 , 459.724662 , 454.658092 , 449.591523 , 444.524953 , 439.458384 , 434.391814 , 429.325244 , 424.258675 , 419.192105 , 414.125535 , 409.058966 , 403.992396 , 398.925826 , 393.859257 , 388.792687 , 383.726117 , 378.659548 , 373.592978 , 368.526408 , 363.459839 , 358.393269 , 353.326700 , 348.260130 , 343.193560 , 338.126991 , 333.060421 , 327.993851 , 322.927282 , 317.860712 , 312.794142 , 307.727573 , 302.661003 , 297.594433 , 292.527864 , 287.461294 , 282.394724 , 277.328155 , 272.261585 , 267.195016 , 262.128446 , 257.061876 , 251.995307 , 246.928737 , 241.862167 , 236.795598 , 231.729028 , 226.662458 , 221.595889 , 216.529319 , 211.462749 , 206.396180 , 201.329610 , 196.263040 , 191.196471 , 186.129901 , 181.063332 , 175.996762 , 170.930192 , 165.863623 , 160.797053 , 155.730483 , 150.663914 , 145.597344 , 140.530774 , 135.464205 , 130.397635 , 125.331065 , 120.264496 , 115.197926 , 110.131356 , 105.064787 , 99.998217 , 94.931648 , 89.865078 , 84.798508 , 79.731939 , 74.665369 , 69.598799 , 64.532230 , 59.465660 , 54.399090 , 49.332521 , 44.265951 , 39.199381 , 34.132812 , 29.066242 , 23.999672 , 18.933103 , 13.866533 , 8.799964 , 3.733394 , -1.333176 , -6.399745 , -11.466315 , -16.532885 , -21.599454 , -26.666024 , -31.732594 , -36.799163 , -41.865733 , -46.932303 , -51.998872 , -57.065442 , -62.132012 , -67.198581 , -72.265151 , -77.331720 , -82.398290 , -87.464860 , -92.531429 , -97.597999 , -102.664569 , -107.731138 , -112.797708 , -117.864278 , -122.930847 , -127.997417 , -133.063987 , -138.130556 , -143.197126 , -148.263696 , -153.330265 , -158.396835 , -163.463405 , -168.529974 , -173.596544 , -178.663113 , -183.729683 , -188.796253 , -193.862822 , -198.929392 , -203.995962 , -209.062531 , -214.129101 , -219.195671 , -224.262240 , -229.328810 , -234.395380 , -239.461949 , -244.528519 , -249.595089 , -254.661658 , 504.694375 , 
-37 , 504.694375 , 499.627805 , 494.561236 , 489.494666 , 484.428096 , 479.361527 , 474.294957 , 469.228387 , 464.161818 , 459.095248 , 454.028678 , 448.962109 , 443.895539 , 438.828969 , 433.762400 , 428.695830 , 423.629261 , 418.562691 , 413.496121 , 408.429552 , 403.362982 , 398.296412 , 393.229843 , 388.163273 , 383.096703 , 378.030134 , 372.963564 , 367.896994 , 362.830425 , 357.763855 , 352.697285 , 347.630716 , 342.564146 , 337.497577 , 332.431007 , 327.364437 , 322.297868 , 317.231298 , 312.164728 , 307.098159 , 302.031589 , 296.965019 , 291.898450 , 286.831880 , 281.765310 , 276.698741 , 271.632171 , 266.565601 , 261.499032 , 256.432462 , 251.365893 , 246.299323 , 241.232753 , 236.166184 , 231.099614 , 226.033044 , 220.966475 , 215.899905 , 210.833335 , 205.766766 , 200.700196 , 195.633626 , 190.567057 , 185.500487 , 180.433917 , 175.367348 , 170.300778 , 165.234209 , 160.167639 , 155.101069 , 150.034500 , 144.967930 , 139.901360 , 134.834791 , 129.768221 , 124.701651 , 119.635082 , 114.568512 , 109.501942 , 104.435373 , 99.368803 , 94.302233 , 89.235664 , 84.169094 , 79.102524 , 74.035955 , 68.969385 , 63.902816 , 58.836246 , 53.769676 , 48.703107 , 43.636537 , 38.569967 , 33.503398 , 28.436828 , 23.370258 , 18.303689 , 13.237119 , 8.170549 , 3.103980 , -1.962590 , -7.029160 , -12.095729 , -17.162299 , -22.228868 , -27.295438 , -32.362008 , -37.428577 , -42.495147 , -47.561717 , -52.628286 , -57.694856 , -62.761426 , -67.827995 , -72.894565 , -77.961135 , -83.027704 , -88.094274 , -93.160844 , -98.227413 , -103.293983 , -108.360552 , -113.427122 , -118.493692 , -123.560261 , -128.626831 , -133.693401 , -138.759970 , -143.826540 , -148.893110 , -153.959679 , -159.026249 , -164.092819 , -169.159388 , -174.225958 , -179.292528 , -184.359097 , -189.425667 , -194.492236 , -199.558806 , -204.625376 , -209.691945 , -214.758515 , -219.825085 , -224.891654 , -229.958224 , -235.024794 , -240.091363 , -245.157933 , -250.224503 , -255.291072 , 504.064961 , 
-36 , 504.064961 , 498.998391 , 493.931822 , 488.865252 , 483.798682 , 478.732113 , 473.665543 , 468.598973 , 463.532404 , 458.465834 , 453.399264 , 448.332695 , 443.266125 , 438.199555 , 433.132986 , 428.066416 , 422.999846 , 417.933277 , 412.866707 , 407.800138 , 402.733568 , 397.666998 , 392.600429 , 387.533859 , 382.467289 , 377.400720 , 372.334150 , 367.267580 , 362.201011 , 357.134441 , 352.067871 , 347.001302 , 341.934732 , 336.868162 , 331.801593 , 326.735023 , 321.668453 , 316.601884 , 311.535314 , 306.468745 , 301.402175 , 296.335605 , 291.269036 , 286.202466 , 281.135896 , 276.069327 , 271.002757 , 265.936187 , 260.869618 , 255.803048 , 250.736478 , 245.669909 , 240.603339 , 235.536769 , 230.470200 , 225.403630 , 220.337061 , 215.270491 , 210.203921 , 205.137352 , 200.070782 , 195.004212 , 189.937643 , 184.871073 , 179.804503 , 174.737934 , 169.671364 , 164.604794 , 159.538225 , 154.471655 , 149.405085 , 144.338516 , 139.271946 , 134.205377 , 129.138807 , 124.072237 , 119.005668 , 113.939098 , 108.872528 , 103.805959 , 98.739389 , 93.672819 , 88.606250 , 83.539680 , 78.473110 , 73.406541 , 68.339971 , 63.273401 , 58.206832 , 53.140262 , 48.073693 , 43.007123 , 37.940553 , 32.873984 , 27.807414 , 22.740844 , 17.674275 , 12.607705 , 7.541135 , 2.474566 , -2.592004 , -7.658574 , -12.725143 , -17.791713 , -22.858283 , -27.924852 , -32.991422 , -38.057991 , -43.124561 , -48.191131 , -53.257700 , -58.324270 , -63.390840 , -68.457409 , -73.523979 , -78.590549 , -83.657118 , -88.723688 , -93.790258 , -98.856827 , -103.923397 , -108.989967 , -114.056536 , -119.123106 , -124.189675 , -129.256245 , -134.322815 , -139.389384 , -144.455954 , -149.522524 , -154.589093 , -159.655663 , -164.722233 , -169.788802 , -174.855372 , -179.921942 , -184.988511 , -190.055081 , -195.121651 , -200.188220 , -205.254790 , -210.321359 , -215.387929 , -220.454499 , -225.521068 , -230.587638 , -235.654208 , -240.720777 , -245.787347 , -250.853917 , -255.920486 , 503.435547 , 
-35 , 503.435547 , 498.368977 , 493.302407 , 488.235838 , 483.169268 , 478.102698 , 473.036129 , 467.969559 , 462.902990 , 457.836420 , 452.769850 , 447.703281 , 442.636711 , 437.570141 , 432.503572 , 427.437002 , 422.370432 , 417.303863 , 412.237293 , 407.170723 , 402.104154 , 397.037584 , 391.971014 , 386.904445 , 381.837875 , 376.771306 , 371.704736 , 366.638166 , 361.571597 , 356.505027 , 351.438457 , 346.371888 , 341.305318 , 336.238748 , 331.172179 , 326.105609 , 321.039039 , 315.972470 , 310.905900 , 305.839330 , 300.772761 , 295.706191 , 290.639622 , 285.573052 , 280.506482 , 275.439913 , 270.373343 , 265.306773 , 260.240204 , 255.173634 , 250.107064 , 245.040495 , 239.973925 , 234.907355 , 229.840786 , 224.774216 , 219.707646 , 214.641077 , 209.574507 , 204.507938 , 199.441368 , 194.374798 , 189.308229 , 184.241659 , 179.175089 , 174.108520 , 169.041950 , 163.975380 , 158.908811 , 153.842241 , 148.775671 , 143.709102 , 138.642532 , 133.575962 , 128.509393 , 123.442823 , 118.376254 , 113.309684 , 108.243114 , 103.176545 , 98.109975 , 93.043405 , 87.976836 , 82.910266 , 77.843696 , 72.777127 , 67.710557 , 62.643987 , 57.577418 , 52.510848 , 47.444278 , 42.377709 , 37.311139 , 32.244570 , 27.178000 , 22.111430 , 17.044861 , 11.978291 , 6.911721 , 1.845152 , -3.221418 , -8.287988 , -13.354557 , -18.421127 , -23.487697 , -28.554266 , -33.620836 , -38.687406 , -43.753975 , -48.820545 , -53.887114 , -58.953684 , -64.020254 , -69.086823 , -74.153393 , -79.219963 , -84.286532 , -89.353102 , -94.419672 , -99.486241 , -104.552811 , -109.619381 , -114.685950 , -119.752520 , -124.819090 , -129.885659 , -134.952229 , -140.018798 , -145.085368 , -150.151938 , -155.218507 , -160.285077 , -165.351647 , -170.418216 , -175.484786 , -180.551356 , -185.617925 , -190.684495 , -195.751065 , -200.817634 , -205.884204 , -210.950774 , -216.017343 , -221.083913 , -226.150482 , -231.217052 , -236.283622 , -241.350191 , -246.416761 , -251.483331 , -256.549900 , 502.806133 , 
-34 , 502.806133 , 497.739563 , 492.672993 , 487.606424 , 482.539854 , 477.473284 , 472.406715 , 467.340145 , 462.273575 , 457.207006 , 452.140436 , 447.073867 , 442.007297 , 436.940727 , 431.874158 , 426.807588 , 421.741018 , 416.674449 , 411.607879 , 406.541309 , 401.474740 , 396.408170 , 391.341600 , 386.275031 , 381.208461 , 376.141891 , 371.075322 , 366.008752 , 360.942183 , 355.875613 , 350.809043 , 345.742474 , 340.675904 , 335.609334 , 330.542765 , 325.476195 , 320.409625 , 315.343056 , 310.276486 , 305.209916 , 300.143347 , 295.076777 , 290.010207 , 284.943638 , 279.877068 , 274.810499 , 269.743929 , 264.677359 , 259.610790 , 254.544220 , 249.477650 , 244.411081 , 239.344511 , 234.277941 , 229.211372 , 224.144802 , 219.078232 , 214.011663 , 208.945093 , 203.878523 , 198.811954 , 193.745384 , 188.678815 , 183.612245 , 178.545675 , 173.479106 , 168.412536 , 163.345966 , 158.279397 , 153.212827 , 148.146257 , 143.079688 , 138.013118 , 132.946548 , 127.879979 , 122.813409 , 117.746839 , 112.680270 , 107.613700 , 102.547131 , 97.480561 , 92.413991 , 87.347422 , 82.280852 , 77.214282 , 72.147713 , 67.081143 , 62.014573 , 56.948004 , 51.881434 , 46.814864 , 41.748295 , 36.681725 , 31.615155 , 26.548586 , 21.482016 , 16.415447 , 11.348877 , 6.282307 , 1.215738 , -3.850832 , -8.917402 , -13.983971 , -19.050541 , -24.117111 , -29.183680 , -34.250250 , -39.316820 , -44.383389 , -49.449959 , -54.516529 , -59.583098 , -64.649668 , -69.716237 , -74.782807 , -79.849377 , -84.915946 , -89.982516 , -95.049086 , -100.115655 , -105.182225 , -110.248795 , -115.315364 , -120.381934 , -125.448504 , -130.515073 , -135.581643 , -140.648213 , -145.714782 , -150.781352 , -155.847921 , -160.914491 , -165.981061 , -171.047630 , -176.114200 , -181.180770 , -186.247339 , -191.313909 , -196.380479 , -201.447048 , -206.513618 , -211.580188 , -216.646757 , -221.713327 , -226.779897 , -231.846466 , -236.913036 , -241.979606 , -247.046175 , -252.112745 , -257.179314 , 502.176719 , 
-33 , 502.176719 , 497.110149 , 492.043579 , 486.977010 , 481.910440 , 476.843870 , 471.777301 , 466.710731 , 461.644161 , 456.577592 , 451.511022 , 446.444452 , 441.377883 , 436.311313 , 431.244744 , 426.178174 , 421.111604 , 416.045035 , 410.978465 , 405.911895 , 400.845326 , 395.778756 , 390.712186 , 385.645617 , 380.579047 , 375.512477 , 370.445908 , 365.379338 , 360.312768 , 355.246199 , 350.179629 , 345.113060 , 340.046490 , 334.979920 , 329.913351 , 324.846781 , 319.780211 , 314.713642 , 309.647072 , 304.580502 , 299.513933 , 294.447363 , 289.380793 , 284.314224 , 279.247654 , 274.181084 , 269.114515 , 264.047945 , 258.981376 , 253.914806 , 248.848236 , 243.781667 , 238.715097 , 233.648527 , 228.581958 , 223.515388 , 218.448818 , 213.382249 , 208.315679 , 203.249109 , 198.182540 , 193.115970 , 188.049400 , 182.982831 , 177.916261 , 172.849692 , 167.783122 , 162.716552 , 157.649983 , 152.583413 , 147.516843 , 142.450274 , 137.383704 , 132.317134 , 127.250565 , 122.183995 , 117.117425 , 112.050856 , 106.984286 , 101.917716 , 96.851147 , 91.784577 , 86.718008 , 81.651438 , 76.584868 , 71.518299 , 66.451729 , 61.385159 , 56.318590 , 51.252020 , 46.185450 , 41.118881 , 36.052311 , 30.985741 , 25.919172 , 20.852602 , 15.786032 , 10.719463 , 5.652893 , 0.586324 , -4.480246 , -9.546816 , -14.613385 , -19.679955 , -24.746525 , -29.813094 , -34.879664 , -39.946234 , -45.012803 , -50.079373 , -55.145943 , -60.212512 , -65.279082 , -70.345652 , -75.412221 , -80.478791 , -85.545361 , -90.611930 , -95.678500 , -100.745069 , -105.811639 , -110.878209 , -115.944778 , -121.011348 , -126.077918 , -131.144487 , -136.211057 , -141.277627 , -146.344196 , -151.410766 , -156.477336 , -161.543905 , -166.610475 , -171.677045 , -176.743614 , -181.810184 , -186.876753 , -191.943323 , -197.009893 , -202.076462 , -207.143032 , -212.209602 , -217.276171 , -222.342741 , -227.409311 , -232.475880 , -237.542450 , -242.609020 , -247.675589 , -252.742159 , -257.808729 , 501.547305 , 
-32 , 501.547305 , 496.480735 , 491.414165 , 486.347596 , 481.281026 , 476.214456 , 471.147887 , 466.081317 , 461.014747 , 455.948178 , 450.881608 , 445.815038 , 440.748469 , 435.681899 , 430.615329 , 425.548760 , 420.482190 , 415.415621 , 410.349051 , 405.282481 , 400.215912 , 395.149342 , 390.082772 , 385.016203 , 379.949633 , 374.883063 , 369.816494 , 364.749924 , 359.683354 , 354.616785 , 349.550215 , 344.483645 , 339.417076 , 334.350506 , 329.283937 , 324.217367 , 319.150797 , 314.084228 , 309.017658 , 303.951088 , 298.884519 , 293.817949 , 288.751379 , 283.684810 , 278.618240 , 273.551670 , 268.485101 , 263.418531 , 258.351961 , 253.285392 , 248.218822 , 243.152253 , 238.085683 , 233.019113 , 227.952544 , 222.885974 , 217.819404 , 212.752835 , 207.686265 , 202.619695 , 197.553126 , 192.486556 , 187.419986 , 182.353417 , 177.286847 , 172.220277 , 167.153708 , 162.087138 , 157.020568 , 151.953999 , 146.887429 , 141.820860 , 136.754290 , 131.687720 , 126.621151 , 121.554581 , 116.488011 , 111.421442 , 106.354872 , 101.288302 , 96.221733 , 91.155163 , 86.088593 , 81.022024 , 75.955454 , 70.888884 , 65.822315 , 60.755745 , 55.689176 , 50.622606 , 45.556036 , 40.489467 , 35.422897 , 30.356327 , 25.289758 , 20.223188 , 15.156618 , 10.090049 , 5.023479 , -0.043091 , -5.109660 , -10.176230 , -15.242800 , -20.309369 , -25.375939 , -30.442508 , -35.509078 , -40.575648 , -45.642217 , -50.708787 , -55.775357 , -60.841926 , -65.908496 , -70.975066 , -76.041635 , -81.108205 , -86.174775 , -91.241344 , -96.307914 , -101.374484 , -106.441053 , -111.507623 , -116.574192 , -121.640762 , -126.707332 , -131.773901 , -136.840471 , -141.907041 , -146.973610 , -152.040180 , -157.106750 , -162.173319 , -167.239889 , -172.306459 , -177.373028 , -182.439598 , -187.506168 , -192.572737 , -197.639307 , -202.705876 , -207.772446 , -212.839016 , -217.905585 , -222.972155 , -228.038725 , -233.105294 , -238.171864 , -243.238434 , -248.305003 , -253.371573 , -258.438143 , 500.917890 , 
-31 , 500.917890 , 495.851321 , 490.784751 , 485.718182 , 480.651612 , 475.585042 , 470.518473 , 465.451903 , 460.385333 , 455.318764 , 450.252194 , 445.185624 , 440.119055 , 435.052485 , 429.985915 , 424.919346 , 419.852776 , 414.786206 , 409.719637 , 404.653067 , 399.586497 , 394.519928 , 389.453358 , 384.386789 , 379.320219 , 374.253649 , 369.187080 , 364.120510 , 359.053940 , 353.987371 , 348.920801 , 343.854231 , 338.787662 , 333.721092 , 328.654522 , 323.587953 , 318.521383 , 313.454813 , 308.388244 , 303.321674 , 298.255105 , 293.188535 , 288.121965 , 283.055396 , 277.988826 , 272.922256 , 267.855687 , 262.789117 , 257.722547 , 252.655978 , 247.589408 , 242.522838 , 237.456269 , 232.389699 , 227.323129 , 222.256560 , 217.189990 , 212.123421 , 207.056851 , 201.990281 , 196.923712 , 191.857142 , 186.790572 , 181.724003 , 176.657433 , 171.590863 , 166.524294 , 161.457724 , 156.391154 , 151.324585 , 146.258015 , 141.191445 , 136.124876 , 131.058306 , 125.991737 , 120.925167 , 115.858597 , 110.792028 , 105.725458 , 100.658888 , 95.592319 , 90.525749 , 85.459179 , 80.392610 , 75.326040 , 70.259470 , 65.192901 , 60.126331 , 55.059761 , 49.993192 , 44.926622 , 39.860053 , 34.793483 , 29.726913 , 24.660344 , 19.593774 , 14.527204 , 9.460635 , 4.394065 , -0.672505 , -5.739074 , -10.805644 , -15.872214 , -20.938783 , -26.005353 , -31.071923 , -36.138492 , -41.205062 , -46.271631 , -51.338201 , -56.404771 , -61.471340 , -66.537910 , -71.604480 , -76.671049 , -81.737619 , -86.804189 , -91.870758 , -96.937328 , -102.003898 , -107.070467 , -112.137037 , -117.203607 , -122.270176 , -127.336746 , -132.403315 , -137.469885 , -142.536455 , -147.603024 , -152.669594 , -157.736164 , -162.802733 , -167.869303 , -172.935873 , -178.002442 , -183.069012 , -188.135582 , -193.202151 , -198.268721 , -203.335291 , -208.401860 , -213.468430 , -218.534999 , -223.601569 , -228.668139 , -233.734708 , -238.801278 , -243.867848 , -248.934417 , -254.000987 , -259.067557 , 500.288476 , 
