5169 x,0.001617,0.001617,0
5169 y,0.002219,0.002219,0
5169 z,0.999996,0.999996,0
5169 x,0,0,0
5169 y,0.003153,0.003153,0
5169 z,0.999995,0.999995,0
5169 x,-0.001617,-0.001617,0
5169 y,0.002219,0.002219,0
5169 z,0.999996,0.999996,0
5169 x,-0.001617,-0.001617,0
5169 y,-0.002219,-0.002219,0
5169 z,0.999996,0.999996,0
5169 x,0,0,0
5169 y,-0.003153,-0.003153,0
5169 z,0.999995,0.999995,0
5169 x,0.001617,0.001617,0
5169 y,-0.002219,-0.002219,0
5169 z,0.999996,0.999996,0
5169 x,0.004867,0.004867,0
5169 y,0.002586,0.002586,0
5169 z,0.999985,0.999985,0
5169 x,0.001632,0.001632,0
5169 y,0.005285,0.005285,0
5169 z,0.999985,0.999985,0
5169 x,0.006245,0.006245,0
5169 y,0.004891,0.004891,0
5169 z,0.999969,0.999969,0
5169 x,0.001322,0.001322,0
5169 y,0.0089,0.0089,0
5169 z,0.99996,0.99996,0
5169 x,-0.000337,-0.000337,0
5169 y,0.008521,0.008521,0
5169 z,0.999964,0.999964,0
5169 x,0,0,0
5169 y,0.008924,0.008924,0
5169 z,0.99996,0.99996,0
5169 x,-0.002507,-0.002507,0
5169 y,0.008399,0.008399,0
5169 z,0.999962,0.999962,0
5169 x,-0.004147,-0.004147,0
5169 y,0.004868,0.004868,0
5169 z,0.99998,0.99998,0
5169 x,-0.003775,-0.003775,0
5169 y,0.003465,0.003465,0
5169 z,0.999987,0.999987,0
5169 x,-0.005527,-0.005527,0
5169 y,0,0,0
5169 z,0.999985,0.999985,0
5169 x,-0.003292,-0.003292,0
5169 y,-0.004419,-0.004419,0
5169 z,0.999985,0.999985,0
5169 x,-0.004582,-0.004582,0
5169 y,-0.003931,-0.003931,0
5169 z,0.999982,0.999982,0
5169 x,-0.002507,-0.002507,0
5169 y,-0.008399,-0.008399,0
5169 z,0.999962,0.999962,0
5169 x,-0.000376,-0.000376,0
5169 y,-0.008846,-0.008846,0
5169 z,0.999961,0.999961,0
5169 x,0,0,0
5169 y,-0.008598,-0.008598,0
5169 z,0.999963,0.999963,0
5169 x,0.001322,0.001322,0
5169 y,-0.0089,-0.0089,0
5169 z,0.99996,0.99996,0
5169 x,0.003609,0.003609,0
5169 y,-0.007038,-0.007038,0
5169 z,0.999969,0.999969,0
5169 x,0.003797,0.003797,0
5169 y,-0.003478,-0.003478,0
5169 z,0.999987,0.999987,0
5169 x,0.004867,0.004867,0
5169 y,-0.002586,-0.002586,0
5169 z,0.999985,0.999985,0
5169 x,0.008165,0.008165,0
5169 y,0.002827,0.002827,0
5169 z,0.999963,0.999963,0
5169 x,0.007655,0.007655,0
5169 y,0.003273,0.003273,0
5169 z,0.999965,0.999965,0
5169 x,0.007417,0.007417,0
5169 y,0.008248,0.008248,0
5169 z,0.999938,0.999938,0
5169 x,0.006019,0.006019,0
5169 y,0.009174,0.009174,0
5169 z,0.99994,0.99994,0
5169 x,0.005461,0.005461,0
5169 y,0.012478,0.012478,0
5169 z,0.999907,0.999907,0
5169 x,0.002627,0.002627,0
5169 y,0.014135,0.014135,0
5169 z,0.999897,0.999897,0
5169 x,0.003395,0.003395,0
5169 y,0.014371,0.014371,0
5169 z,0.999891,0.999891,0
5169 x,0.00058,0.00058,0
5169 y,0.015864,0.015864,0
5169 z,0.999874,0.999874,0
5169 x,-0.001129,-0.001129,0
5169 y,0.015047,0.015047,0
5169 z,0.999886,0.999886,0
5169 x,-0.001684,-0.001684,0
5169 y,0.015271,0.015271,0
5169 z,0.999882,0.999882,0
5169 x,-0.00419,-0.00419,0
5169 y,0.013861,0.013861,0
5169 z,0.999895,0.999895,0
5169 x,-0.004768,-0.004768,0
5169 y,0.011676,0.011676,0
5169 z,0.99992,0.99992,0
5169 x,-0.006566,-0.006566,0
5169 y,0.010575,0.010575,0
5169 z,0.999923,0.999923,0
5169 x,-0.006975,-0.006975,0
5169 y,0.006353,0.006353,0
5169 z,0.999955,0.999955,0
5169 x,-0.007957,-0.007957,0
5169 y,0.00562,0.00562,0
5169 z,0.999953,0.999953,0
5169 x,-0.008059,-0.008059,0
5169 y,0,0,0
5169 z,0.999968,0.999968,0
5169 x,-0.008059,-0.008059,0
5169 y,0,0,0
5169 z,0.999968,0.999968,0
5169 x,-0.007957,-0.007957,0
5169 y,-0.00562,-0.00562,0
5169 z,0.999953,0.999953,0
5169 x,-0.006975,-0.006975,0
5169 y,-0.006353,-0.006353,0
5169 z,0.999955,0.999955,0
5169 x,-0.006566,-0.006566,0
5169 y,-0.010575,-0.010575,0
5169 z,0.999923,0.999923,0
5169 x,-0.003337,-0.003337,0
5169 y,-0.012553,-0.012553,0
5169 z,0.999916,0.999916,0
5169 x,-0.005692,-0.005692,0
5169 y,-0.013016,-0.013016,0
5169 z,0.999899,0.999899,0
5169 x,-0.001684,-0.001684,0
5169 y,-0.015271,-0.015271,0
5169 z,0.999882,0.999882,0
5169 x,-0.001129,-0.001129,0
5169 y,-0.015047,-0.015047,0
5169 z,0.999886,0.999886,0
5169 x,0.00058,0.00058,0
5169 y,-0.015864,-0.015864,0
5169 z,0.999874,0.999874,0
5169 x,0.002856,0.002856,0
5169 y,-0.014657,-0.014657,0
5169 z,0.999889,0.999889,0
5169 x,0.003183,0.003183,0
5169 y,-0.01381,-0.01381,0
5169 z,0.9999,0.9999,0
5169 x,0.005461,0.005461,0
5169 y,-0.012478,-0.012478,0
5169 z,0.999907,0.999907,0
5169 x,0.006019,0.006019,0
5169 y,-0.009174,-0.009174,0
5169 z,0.99994,0.99994,0
5169 x,0.007417,0.007417,0
5169 y,-0.008248,-0.008248,0
5169 z,0.999938,0.999938,0
5169 x,0.007655,0.007655,0
5169 y,-0.003273,-0.003273,0
5169 z,0.999965,0.999965,0
5169 x,0.008165,0.008165,0
5169 y,-0.002827,-0.002827,0
5169 z,0.999963,0.999963,0
5169 x,0.011546,0.011546,0
5169 y,0.002971,0.002971,0
5169 z,0.999929,0.999929,0
5169 x,0.011156,0.011156,0
5169 y,0.003327,0.003327,0
5169 z,0.999932,0.999932,0
5169 x,0.010996,0.010996,0
5169 y,0.008797,0.008797,0
5169 z,0.999901,0.999901,0
5169 x,0.009897,0.009897,0
5169 y,0.009593,0.009593,0
5169 z,0.999905,0.999905,0
5169 x,0.009502,0.009502,0
5169 y,0.013998,0.013998,0
5169 z,0.999857,0.999857,0
5169 x,0.007824,0.007824,0
5169 y,0.015049,0.015049,0
5169 z,0.999856,0.999856,0
5169 x,0.007236,0.007236,0
5169 y,0.018046,0.018046,0
5169 z,0.999811,0.999811,0
5169 x,0.00419,0.00419,0
5169 y,0.019819,0.019819,0
5169 z,0.999795,0.999795,0
5169 x,0.005254,0.005254,0
5169 y,0.020133,0.020133,0
5169 z,0.999784,0.999784,0
5169 x,0.001927,0.001927,
5169 y,0.021955,0.021955,
5169 z,0.999757,0.999757,
5169 x,0.001053,0.001053,
5169 y,0.021579,0.021579,
5169 z,0.999767,0.999767,
5169 x,-0.000652,-0.000652,
5169 y,0.022399,0.022399,
5169 z,0.999749,0.999749,
5169 x,-0.003156,-0.003156,
5169 y,0.021096,0.021096,
5169 z,0.999772,0.999772,
5169 x,-0.003123,-0.003123,
5169 y,0.021084,0.021084,
5169 z,0.999773,0.999773,
5169 x,-0.005911,-0.005911,
5169 y,0.019503,0.019503,
5169 z,0.999792,0.999792,
5169 x,-0.006482,-0.006482,
5169 y,0.017375,0.017375,
5169 z,0.999828,0.999828,
5169 x,-0.008448,-0.008448,
5169 y,0.016195,0.016195,
5169 z,0.999833,0.999833,
5169 x,-0.008961,-0.008961,
5169 y,0.012443,0.012443,
5169 z,0.999882,0.999882,
5169 x,-0.01036,-0.01036,
5169 y,0.011511,0.011511,
5169 z,0.99988,0.99988,
5169 x,-0.01063,-0.01063,
5169 y,0.00654,0.00654,
5169 z,0.999922,0.999922,
5169 x,-0.011392,-0.011392,
5169 y,0.005927,0.005927,
5169 z,0.999918,0.999918,
5169 x,-0.011465,-0.011465,
5169 y,0,0,
5169 z,0.999934,0.999934,
5169 x,-0.011465,-0.011465,
5169 y,0,0,
5169 z,0.999934,0.999934,
5169 x,-0.011392,-0.011392,
5169 y,-0.005927,-0.005927,
5169 z,0.999918,0.999918,
5169 x,-0.01063,-0.01063,
5169 y,-0.00654,-0.00654,
5169 z,0.999922,0.999922,
5169 x,-0.01036,-0.01036,
5169 y,-0.011511,-0.011511,
5169 z,0.99988,0.99988,
5169 x,-0.008961,-0.008961,
5169 y,-0.012443,-0.012443,
5169 z,0.999882,0.999882,
5169 x,-0.008448,-0.008448,
5169 y,-0.016195,-0.016195,
5169 z,0.999833,0.999833,
5169 x,-0.005092,-0.005092,
5169 y,-0.018209,-0.018209,
5169 z,0.999821,0.999821,
5169 x,-0.007342,-0.007342,
5169 y,-0.018692,-0.018692,
5169 z,0.999798,0.999798,
5169 x,-0.003123,-0.003123,
5169 y,-0.021084,-0.021084,
5169 z,0.999773,0.999773,
5169 x,-0.003156,-0.003156,
5169 y,-0.021096,-0.021096,
5169 z,0.999772,0.999772,
5169 x,-0.000652,-0.000652,
5169 y,-0.022399,-0.022399,
5169 z,0.999749,0.999749,
5169 x,0.001053,0.001053,
5169 y,-0.021579,-0.021579,
5169 z,0.999767,0.999767,
5169 x,0.001927,0.001927,
5169 y,-0.021955,-0.021955,
5169 z,0.999757,0.999757,
5169 x,0.004525,0.004525,
5169 y,-0.020533,-0.020533,
5169 z,0.999779,0.999779,
5169 x,0.004928,0.004928,
5169 y,-0.019389,-0.019389,
5169 z,0.9998,0.9998,
5169 x,0.007236,0.007236,
5169 y,-0.018046,-0.018046,
5169 z,0.999811,0.999811,
5169 x,0.007824,0.007824,
