2442917.71412  11.925   0.020
2442917.71742  11.927   0.020
2442917.71983  11.938   0.020
2442917.72425  11.992   0.020
2442917.73025  12.032   0.020
2442917.73317  12.021   0.020
2442917.74063  12.045   0.020
2442917.74129  12.106   0.020
2442917.74250  12.085   0.020
2442917.75242  12.242   0.020
2442917.75354  12.187   0.020
2442917.76075  12.334   0.020
2442917.76283  12.366   0.020
2442917.77979  12.174   0.020
2442917.78154  12.146   0.020
2442917.79287  12.001   0.020
2442917.79587  11.974   0.020
2442917.79821  11.953   0.020
2442917.80592  11.962   0.020
2442917.80767  11.953   0.020
2442917.81667  12.027   0.020
2442917.81967  12.030   0.020
2442917.82913  12.032   0.020
2442917.83192  12.072   0.020
2442917.83492  12.063   0.020
2442917.84533  12.145   0.020
2442917.84654  12.166   0.020
2442917.85092  12.168   0.020
